file,model,model-long,codon model,description,tree-length,Lnl,np,kappa,omega,dN,dS
OG0009572,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.39201,-1407.504644,26,3.67583,0.08406,0.0314,0.3729
OG0006097,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.32014,-5999.241112,26,3.25522,0.18868,0.2257,1.1963
OG0007817,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.74473,-3649.82648,26,1.82819,0.26447,0.3453,1.3055
OG0006040,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.4629,-2115.110076,26,4.45322,0.14134,0.0567,0.4013
OG0013528,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.63654,-2163.481557,26,4.99855,0.16647,0.0859,0.5161
OG0010566,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.31605,-11367.85179,26,2.95082,0.10866,0.0325,0.2987
OG0013157,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.65811,-3702.624486,26,4.5398,0.1769,0.0931,0.5261
OG0008647,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.16434,-11974.272852,26,2.79972,0.48442,0.3083,0.6365
OG0012386,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.16267,-3044.694848,26,2.0246,0.17183,0.1769,1.0297
OG0005565,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47714,-2376.653115,26,5.34647,0.10755,0.0468,0.4354
OG0005703,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.96245,-1342.066442,26,1.59465,0.32451,0.2154,0.6639
OG0007763,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.75062,-5046.474159,26,3.37935,0.37541,0.4129,1.0998
OG0013244,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.43011,-3052.03833,26,4.84263,0.17544,0.0638,0.3636
OG0012835,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.78961,-2625.510729,26,2.89846,0.17588,0.1144,0.6503
OG0011559,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47489,-3863.208995,26,2.64333,0.17906,0.0763,0.4262
OG0011357,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.53204,-3306.18509,26,4.21247,0.20487,0.0859,0.4192
OG0011471,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.64468,-4035.798765,26,3.264,0.17359,0.085,0.4895
OG0013567,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.65131,-8857.374129,26,3.33273,0.32669,0.1439,0.4405
OG0009007,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.65405,-3043.600635,26,3.40398,0.21025,0.1051,0.4997
OG0005399,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.70653,-8639.408672,26,3.81513,0.15498,0.0911,0.588
OG0007398,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.71441,-2764.971807,26,3.24522,0.21109,0.1133,0.5365
OG0010123,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.45564,-3878.82258,26,5.30112,0.08401,0.0356,0.4235
OG0012664,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47409,-5021.52556,26,3.45959,0.20036,0.0734,0.3661
OG0005955,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.70504,-2641.784895,26,2.90591,0.55534,0.1912,0.3443
OG0010240,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.74979,-13769.228659,26,2.96263,0.04356,0.0425,0.9752
OG0005197,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.64409,-4586.526224,26,2.54981,0.15118,0.247,1.6339
OG0006843,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.45144,-3242.775492,26,2.85008,0.17192,0.0653,0.3801
OG0010924,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.32037,-2670.275168,26,4.77666,0.05763,0.0184,0.3185
OG0012209,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.89172,-7365.347197,26,4.88057,0.52619,0.2337,0.4442
OG0005147,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.18057,-1680.51585,26,1.60253,0.53285,0.585,1.0978
OG0007098,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.48129,-3082.014055,26,3.1037,0.26699,0.0995,0.3725
OG0012790,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.55742,-3558.216149,26,2.82687,0.23126,0.0993,0.4293
OG0012254,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.37553,-2647.937416,26,2.97863,0.14126,0.0457,0.3232
OG0005816,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47059,-17322.574423,26,3.29395,0.1653,0.0671,0.4059
OG0011183,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72117,-8164.180876,26,3.9406,0.32142,0.1411,0.439
OG0005529,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.76159,-4853.353906,26,2.6349,0.17309,0.1146,0.6621
OG0005879,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.62147,-2897.525729,26,2.474,0.39154,0.3723,0.9509
OG0011249,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.20797,-2080.004819,26,2.81857,0.00369,0.0011,0.2908
OG0010312,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.94809,-3475.359172,26,2.14514,0.39231,0.2201,0.561
OG0011227,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.96788,-644.820944,26,3.49817,0.26569,0.1773,0.6674
OG0010383,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.34711,-5535.174549,26,4.55005,0.12849,0.0376,0.2928
OG0013275,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.74648,-6889.14598,26,2.17293,0.24095,0.346,1.4358
OG0005144,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.55216,-3861.55318,26,4.1559,0.09773,0.0499,0.5111
OG0008796,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.32589,-3641.779322,26,3.90958,0.12802,0.0358,0.2795
OG0006860,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.83314,-2192.000032,26,2.40417,0.4992,0.2269,0.4545
OG0006974,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.56077,-5186.172811,26,2.8558,0.22888,0.2704,1.1815
OG0006456,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.57333,-8785.481876,26,3.41124,0.31957,0.1282,0.4013
OG0009669,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72177,-2088.794988,26,2.94119,0.03196,0.0393,1.2312
OG0010689,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.69947,-4074.921704,26,3.12641,0.34689,0.1596,0.4602
OG0010698,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.57105,-5416.352831,26,2.0897,0.20308,0.0929,0.4574
OG0010000,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.79456,-4892.309687,26,3.55879,0.36085,0.1749,0.4848
OG0005160,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.553,-20369.88959,26,2.58594,0.2662,0.2959,1.1116
OG0012140,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47543,-7217.437348,26,4.88149,0.17826,0.067,0.3759
OG0010803,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.63164,-1123.120547,26,2.54711,0.04948,0.0343,0.694
OG0012069,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.51278,-2361.293468,26,2.33457,0.14551,0.069,0.4743
OG0011520,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.49585,-2415.689098,26,2.54618,0.23469,0.0884,0.3766
OG0008845,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.1849,-3316.692981,26,2.55275,0.31391,0.2516,0.8016
OG0006380,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.01344,-2686.780665,26,1.75516,0.55067,0.2795,0.5075
OG0013496,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.6535,-3311.725058,26,2.97083,0.2285,0.1139,0.4983
OG0009608,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.85851,-5496.160625,26,1.97808,0.2959,0.1893,0.6398
OG0007600,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.75176,-8763.107306,26,3.07746,0.38376,0.1812,0.4721
OG0006775,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.79295,-2400.472973,26,2.11192,0.11416,0.0871,0.7632
OG0009299,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.18963,-3607.429781,26,2.70893,0.32647,0.2467,0.7555
OG0013889,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.61553,-4965.151035,26,3.69172,0.27231,0.1196,0.4392
OG0009821,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.64379,-1922.840281,26,3.18895,0.17933,0.0951,0.5305
OG0012499,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.43144,-2080.686518,26,1.65003,0.29568,0.3015,1.0198
OG0013299,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.29128,-4237.177575,26,2.28282,0.83336,0.7298,0.8757
OG0012108,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.46863,-4098.85705,26,2.80268,0.1441,0.0617,0.4283
OG0005737,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.93118,-4030.508245,26,3.13196,0.21504,0.1497,0.6962
OG0007291,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.68409,-3483.025561,26,4.96752,0.45037,0.1698,0.377
OG0009264,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.79997,-2241.993916,26,3.96995,0.25532,0.1417,0.5549
OG0006611,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.52415,-8910.250567,26,2.18034,0.55003,0.4216,0.7665
OG0011172,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.53111,-5014.199005,26,4.12256,0.20109,0.0836,0.4157
OG0013242,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.68473,-2809.582328,26,3.50251,0.3006,0.1488,0.4951
OG0006766,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.60938,-395.098769,26,3.00497,0.06508,0.0395,0.6068
OG0008925,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.85243,-21375.220367,26,4.07612,0.42914,0.2134,0.4972
OG0005849,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.63787,-1205.02583,26,3.07015,0.31823,0.1425,0.4477
OG0009793,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.41944,-3811.691969,26,4.00207,0.32176,0.3,0.9323
OG0005709,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.46644,-2185.772416,26,3.48746,0.04809,0.031,0.6445
OG0008234,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.43585,-2982.171114,26,3.87802,0.198,0.0703,0.3549
OG0012511,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.30576,-4386.056476,26,1.74418,0.73733,0.7065,0.9582
OG0007667,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.88193,-2812.421802,26,3.23476,0.22845,0.1517,0.664
OG0007100,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.42368,-1907.083065,26,2.3384,0.08101,0.0345,0.426
OG0012414,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.75161,-4053.792881,26,2.71488,0.01323,0.0151,1.1443
OG0005917,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.72341,-2527.352177,26,2.13141,0.1194,0.2101,1.7593
OG0005671,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.71707,-1754.610222,26,3.28049,0.17634,0.1057,0.5992
OG0007867,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.11379,-7451.031076,26,3.69737,0.22728,0.1984,0.8728
OG0007496,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.63156,-3915.522899,26,2.13775,0.18905,0.104,0.5499
OG0005768,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.68794,-2627.273343,26,2.08692,0.18373,0.108,0.5878
OG0011125,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.45482,-1563.786525,26,1.86192,0.26865,0.2905,1.0812
OG0014099,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.61472,-3755.130414,26,2.94313,0.40831,0.1504,0.3683
OG0013321,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.46418,-3225.849157,26,3.18614,0.21075,0.0759,0.3601
OG0008992,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.50372,-1354.514992,26,2.06954,0.08701,0.0468,0.5377
OG0009101,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,4.99876,-7392.106721,26,1.37738,0.53781,1.3583,2.5255
OG0005824,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.15211,-9481.674845,26,2.29479,0.42175,0.283,0.6709
OG0012656,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.7435,-2141.918863,26,2.76429,0.30912,0.1523,0.4926
OG0007328,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.60015,-3129.936267,26,3.3086,0.04853,0.0407,0.8393
OG0010807,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.02152,-4690.513795,26,1.60725,0.28916,0.2197,0.7598
OG0011386,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.80811,-7519.765165,26,3.19754,0.56029,0.2275,0.4061
OG0010560,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.44637,-10106.978626,26,2.66708,0.127,0.0545,0.4293
OG0006760,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.97167,-4184.610305,26,3.10211,0.56181,0.5385,0.9585
OG0005350,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72324,-5464.265874,26,2.2103,0.38652,0.1728,0.447
OG0011001,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47181,-2041.205212,26,2.40013,0.1267,0.0593,0.4681
OG0005929,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.31237,-11203.268564,26,2.85508,0.23431,0.2252,0.961
OG0007239,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.52655,-4000.960348,26,3.13372,0.20623,0.0797,0.3865
OG0009115,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.44697,-3664.307765,26,2.88532,0.53042,0.386,0.7277
OG0010983,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.14069,-1646.775748,26,2.84975,0.45477,0.291,0.6399
OG0011684,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.77127,-3901.05489,26,5.62437,0.05249,0.0635,1.2101
OG0012709,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.84778,-2311.653624,26,1.84288,0.08989,0.0828,0.9207
OG0005683,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47226,-4304.687883,26,3.69206,0.15796,0.0666,0.4214
OG0008253,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.79176,-17792.245083,26,4.38252,0.44188,0.191,0.4321
OG0005236,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.63643,-2220.830725,26,3.53535,0.25502,0.1262,0.4948
OG0009729,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.63883,-919.065886,26,2.32586,0.26394,0.1194,0.4525
OG0008478,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.89421,-10817.502453,26,2.68833,0.24842,0.1653,0.6652
OG0010817,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.05946,-4074.151803,26,1.5828,0.13856,0.1396,1.0074
OG0005854,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.3669,-4710.292156,26,2.32077,0.13794,0.0502,0.364
OG0013622,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.50787,-2591.949477,26,2.84079,0.13614,0.0625,0.459
OG0013197,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.48691,-2717.084468,26,4.92704,0.15961,0.0619,0.388
OG0013336,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.03651,-4836.23874,26,3.49994,0.66576,0.3032,0.4554
OG0006089,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.42358,-4007.295499,26,2.7747,0.36931,0.3193,0.8647
OG0007297,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.61704,-3343.782908,26,3.04424,0.33423,0.1335,0.3995
OG0008002,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.59664,-2727.224489,26,3.20344,0.31004,0.123,0.3969
OG0011155,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.37796,-4773.348047,26,3.46109,0.06781,0.0266,0.3921
OG0012786,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.8584,-4409.731294,26,2.45003,0.3722,0.1945,0.5225
OG0008897,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.54358,-3938.303992,26,2.13198,0.19183,0.0881,0.4594
OG0010690,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.31706,-9608.846186,26,3.48441,0.06466,0.0233,0.3598
OG0005751,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.57309,-7737.606727,26,2.89693,0.225,0.1021,0.4538
OG0005468,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.62673,-1583.291839,26,2.73302,0.23521,0.1103,0.4687
OG0013576,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.74092,-2696.98528,26,3.33856,0.32426,0.1535,0.4735
OG0008666,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.40787,-2273.331121,26,7.44179,0.19404,0.0626,0.3224
OG0012405,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.30181,-10461.198728,26,2.27305,0.16777,0.184,1.0968
OG0011232,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.67808,-3698.502232,26,3.72096,0.27435,0.1276,0.4651
OG0009836,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.28553,-1368.290443,26,3.30007,0.03826,0.0127,0.3323
OG0007361,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.76088,-7698.056333,26,2.82165,0.36432,0.1689,0.4636
OG0007258,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.79523,-1733.989865,26,2.11386,0.22305,0.3089,1.385
OG0009267,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.15248,-3382.740445,26,3.19982,0.40448,0.2715,0.6712
OG0008310,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.56216,-3576.012303,26,2.8024,0.19785,0.2614,1.321
OG0008844,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.52134,-8187.796521,26,3.99931,0.14947,0.0667,0.4463
OG0010768,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.02011,-10360.758385,26,2.03767,0.12503,0.1188,0.9499
OG0010033,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.41582,-3626.591187,26,3.4782,0.07767,0.0329,0.4236
OG0013368,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.15562,-2844.033609,26,2.72855,0.38835,0.2683,0.6908
OG0005742,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.68302,-7899.20796,26,3.02018,0.3768,0.1556,0.4129
OG0010507,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.24147,-3273.80066,26,2.79802,0.6494,0.3612,0.5561
OG0012591,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.59943,-3639.18473,26,5.25236,0.12251,0.0732,0.5977
OG0012181,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.03049,-4188.701794,26,2.29618,0.43132,0.2541,0.5891
OG0010124,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.73188,-12737.881972,26,3.5871,0.31577,0.15,0.4751
OG0005118,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.53324,-2339.236544,26,3.22413,0.17207,0.076,0.4419
OG0010234,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.00312,-17950.444419,26,3.14172,0.06172,0.0917,1.4858
OG0006424,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.53691,-4037.921853,26,3.76921,0.23847,0.098,0.4109
OG0012560,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.6947,-2406.529349,26,2.91149,0.36259,0.159,0.4385
OG0009114,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.6928,-3258.034623,26,2.11934,0.23231,0.1259,0.5419
OG0011406,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.71063,-1175.656262,26,2.88183,0.20624,0.1164,0.5646
OG0006292,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.70748,-17610.090884,26,3.52308,0.18269,0.0962,0.5268
OG0007370,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.79975,-3988.144154,26,3.09881,0.45394,0.2003,0.4413
OG0007714,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.5023,-3716.847785,26,3.23136,0.14121,0.0608,0.4305
OG0010904,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.95042,-3223.611763,26,2.02145,0.35069,0.2224,0.6342
OG0005981,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.67037,-4531.786404,26,2.39885,0.22035,0.118,0.5357
OG0007185,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.51638,-2328.522058,26,2.24441,0.11594,0.0576,0.4967
OG0008088,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.51744,-2590.451372,26,2.1952,0.23036,0.0916,0.3975
OG0013215,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.18143,-10467.572235,26,2.93522,0.30322,0.243,0.8016
OG0013152,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.7081,-2813.143517,26,2.01233,0.23761,0.1263,0.5317
OG0005796,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.60127,-2686.880982,26,2.82547,0.14703,0.0772,0.5249
OG0007562,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.6117,-532.545766,26,3.04351,0.23345,0.1141,0.4889
OG0009069,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72898,-5937.481962,26,3.4495,0.37214,0.1628,0.4374
OG0013616,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47885,-6541.149061,26,2.62673,0.20395,0.0808,0.3964
OG0007948,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.49173,-3312.057476,26,1.69258,0.35748,0.3327,0.9308
OG0006352,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.9123,-2694.893236,26,3.74983,0.19814,0.1456,0.7349
OG0011835,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.09808,-1626.025497,26,3.35864,0.08724,0.0987,1.1311
OG0009289,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.06886,-2718.478172,26,2.42732,0.23521,0.1884,0.8011
OG0011278,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.36135,-5895.519687,26,3.22446,0.08692,0.0319,0.3665
OG0011145,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.9044,-6695.30465,26,1.15018,0.24856,0.6019,2.4215
OG0010565,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.90349,-4406.229565,26,2.53998,0.324,0.191,0.5894
OG0008875,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.03551,-3113.183288,26,4.57439,0.34849,0.2219,0.6369
OG0009898,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.76622,-2662.014457,26,1.40433,0.19613,0.1324,0.6752
OG0012118,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.42549,-3035.458444,26,5.58676,0.05753,0.0234,0.4073
OG0012135,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.38765,-903.048785,26,6.36444,0.08144,0.0287,0.3521
OG0011261,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.40199,-2293.163033,26,3.7858,0.0303,0.0135,0.4459
OG0010880,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.7443,-4821.445798,26,1.99774,0.3031,0.3812,1.2577
OG0008352,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47467,-2310.783801,26,2.43737,0.38704,0.1118,0.2888
OG0007906,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.40671,-4299.816441,26,6.33218,0.07384,0.0297,0.4028
OG0009186,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.91019,-13769.383468,26,2.22082,0.16466,0.1268,0.7699
OG0008714,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.50313,-7311.609491,26,4.23768,0.11475,0.0507,0.4415
OG0006531,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.62567,-3011.296526,26,3.46524,0.25764,0.1167,0.4529
OG0010613,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.08055,-3046.573972,26,3.69368,0.80362,0.3392,0.4221
OG0010608,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.58511,-3600.663352,26,2.79717,0.23505,0.1058,0.4502
OG0010949,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.06172,-5813.859806,26,1.99741,0.45089,0.2709,0.6007
OG0012891,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.7811,-3251.654031,26,1.73156,0.51386,0.4919,0.9572
OG0012346,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.68558,-12271.527766,26,3.56877,0.16394,0.0927,0.5655
OG0007891,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.02833,-4381.991565,26,2.85474,0.45313,0.2598,0.5734
OG0013067,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.63882,-9283.029809,26,2.59888,0.27767,0.3307,1.1908
OG0006318,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.94474,-2960.510171,26,3.89182,0.3394,0.2054,0.6053
OG0012074,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.48559,-11607.847972,26,3.75561,0.06168,0.0317,0.5143
OG0007236,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.72887,-1484.522006,26,1.18184,0.3463,0.4031,1.164
OG0008393,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.89472,-9348.769656,26,3.04335,0.49152,0.2342,0.4765
OG0012716,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.00745,-3045.549778,26,2.32454,0.11658,0.1162,0.9963
OG0007155,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.00069,-3155.23101,26,3.9843,0.45154,0.2465,0.5459
OG0012819,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.24759,-6029.536813,26,3.52755,0.19072,0.2113,1.1081
OG0013965,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.97145,-6826.725525,26,1.83134,0.31911,0.2075,0.6503
OG0006137,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.53385,-3590.208381,26,4.29184,0.15257,0.0755,0.4948
OG0008748,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.14459,-4051.863425,26,1.88038,0.41639,0.2809,0.6746
