file,model,model-long,codon model,description,tree-length,Lnl,np,kappa,omega,dN,dS
OG0006871,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.58452,-4280.361898,26,3.18019,0.25705,0.1218,0.4739
OG0010184,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.15519,-1912.624949,26,1.56299,0.36759,0.5043,1.3718
OG0012022,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.73883,-1958.238856,26,1.93251,0.07869,0.0642,0.8161
OG0010444,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.35108,-558.724851,26,1.92734,0.09109,0.035,0.3846
OG0013525,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.69709,-3383.734044,26,2.31,0.15468,0.1,0.6466
OG0006092,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.30515,-10805.575623,26,2.29593,0.18174,0.1995,1.0979
OG0012354,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.75429,-6797.308109,26,2.27974,0.29772,0.1581,0.5311
OG0007237,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.54153,-3755.450661,26,3.03584,0.13684,0.0677,0.4945
OG0008041,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.39974,-3317.263431,26,2.91649,0.15687,0.0547,0.3484
OG0009137,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.81562,-6548.867499,26,2.31193,0.39406,0.1911,0.485
OG0009213,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.27747,-6630.185231,26,3.3555,0.22237,0.2356,1.0595
OG0008529,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.62519,-2467.90279,26,2.84412,0.19642,0.1049,0.5339
OG0012496,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.71611,-4861.903689,26,2.9011,0.27002,0.1393,0.516
OG0011539,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.96428,-14077.255108,26,3.38806,0.52406,0.2546,0.4859
OG0007901,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.27471,-1541.405766,26,3.61924,0.09216,0.0229,0.2484
OG0005872,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.02971,-4400.577689,26,2.47033,0.25562,0.1942,0.7599
OG0013228,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.46309,-2462.729029,26,4.57913,0.21822,0.0749,0.3432
OG0012689,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.56034,-4197.262719,26,2.62808,0.07972,0.0438,0.5499
OG0012975,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.57387,-520.204239,26,2.24474,0.02355,0.0164,0.6979
OG0012838,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.54886,-6127.622032,26,2.75147,0.22924,0.0961,0.4191
OG0013650,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.04078,-3570.479645,26,2.57504,0.11034,0.1255,1.1371
OG0008258,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.95991,-3998.055133,26,2.14428,0.43128,0.5125,1.1884
OG0006625,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.46313,-6934.479357,26,3.17523,0.19557,0.0739,0.3781
OG0010714,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.49077,-3028.412571,26,3.65772,0.22746,0.0845,0.3714
OG0009322,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.20111,-5557.262359,26,2.38038,0.19937,0.1956,0.9813
OG0011158,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72215,-1560.310629,26,3.43377,0.35024,0.1591,0.4543
OG0007666,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.36718,-5698.305849,26,3.69928,0.35435,0.292,0.8241
OG0009138,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.49137,-1471.749538,26,1.25704,0.31015,0.5658,1.8241
OG0010980,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.39482,-5847.838996,26,3.50857,0.19526,0.0648,0.3316
OG0011329,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.31472,-3438.844395,26,1.99852,0.04687,0.0176,0.3763
OG0008040,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.34883,-7012.873494,26,1.98947,0.14505,0.0491,0.3386
OG0011593,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.78716,-3907.264504,26,2.18571,0.17234,0.1112,0.6451
OG0009706,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.30778,-11029.820357,26,2.31085,0.21776,0.2244,1.0306
OG0006900,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,3.34362,-4746.92815,26,1.36159,0.35976,0.767,2.1319
OG0005928,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.26313,-1612.983667,26,2.4224,0.07166,0.1074,1.498
OG0006883,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.67822,-3288.873196,26,1.66911,0.32381,0.1447,0.4469
OG0009160,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.86795,-5490.517394,26,2.74605,0.43521,0.2151,0.4941
OG0006850,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.4324,-3809.004147,26,3.16607,0.18985,0.0665,0.3502
OG0011435,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.77241,-5050.03782,26,3.55097,0.39801,0.182,0.4572
OG0011749,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.89004,-9996.657508,26,3.67002,0.675,0.2691,0.3987
OG0011392,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.27983,-2770.290274,26,5.10696,0.05632,0.0169,0.3004
OG0009418,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.4069,-11943.538756,26,2.78223,0.21095,0.2404,1.1398
OG0012481,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.42118,-1669.956197,26,3.92786,0.04691,0.0212,0.4513
OG0009834,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.80428,-3774.357827,26,1.79074,0.15642,0.1142,0.7299
OG0005487,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.25886,-3004.634701,26,2.583,0.13098,0.1486,1.1342
OG0006832,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.45765,-1138.067688,26,3.39981,0.0001,0.0001,0.5848
OG0013599,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.52237,-1403.534009,26,2.11476,0.2592,0.1001,0.3863
OG0012048,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.48802,-7364.085999,26,4.07665,0.12853,0.0551,0.429
OG0011583,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.81617,-850.685273,26,1.60881,0.4188,0.204,0.4871
OG0012894,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.66066,-3129.902168,26,3.38394,0.31134,0.1399,0.4494
OG0011331,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.45293,-2237.069463,26,2.67927,0.1622,0.0622,0.3836
OG0005486,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.66326,-3517.163779,26,2.24401,0.28102,0.3364,1.1969
OG0009527,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.55357,-4033.869634,26,2.18315,0.14362,0.0714,0.4974
OG0012084,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.3217,-3015.029978,26,4.11795,0.16695,0.0444,0.2661
OG0010445,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.59168,-1556.434537,26,2.56876,0.1139,0.066,0.5795
OG0013821,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.81296,-3885.581816,26,1.90317,0.17614,0.1228,0.6973
OG0005915,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.76785,-28372.3787,26,3.22562,0.37801,0.4083,1.0801
OG0006111,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.60488,-3434.217818,26,1.70756,0.58858,0.4479,0.7609
OG0012837,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.73467,-7000.509506,26,2.85739,0.37456,0.1758,0.4694
OG0008044,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.77575,-5367.90306,26,2.65502,0.22351,0.1336,0.5975
OG0011194,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.20134,-1909.96997,26,3.31839,0.67707,0.3546,0.5238
OG0012038,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.56493,-1896.192666,26,3.77765,0.30638,0.1137,0.3711
OG0010159,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.37567,-2541.407063,26,1.54632,0.16949,0.0571,0.3367
OG0005581,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.44934,-4046.905796,26,3.52205,0.24518,0.0788,0.3214
OG0009353,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.02788,-4359.783298,26,3.91383,0.08034,0.0899,1.1185
OG0013907,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.82663,-4613.795916,26,2.20076,0.46069,0.2104,0.4567
OG0010430,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.57552,-3458.085336,26,3.61545,0.15769,0.0815,0.5171
OG0013245,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.74759,-2743.439989,26,3.00981,0.37596,0.1726,0.4592
OG0010645,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.20371,-2396.84585,26,2.29379,0.61841,0.3431,0.5549
OG0005922,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.43381,-3115.418908,26,2.37343,0.14599,0.2044,1.3999
OG0012920,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.65752,-14360.659163,26,4.24602,0.20783,0.1011,0.4863
OG0005387,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.5243,-3466.282745,26,6.01723,0.23372,0.0866,0.3703
OG0006282,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.43585,-2665.906241,26,2.00057,0.13756,0.0606,0.4409
OG0012996,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.74116,-1969.053446,26,2.11533,0.10924,0.0774,0.7087
OG0011366,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.45573,-3688.783732,26,3.13703,0.13002,0.0523,0.4023
OG0008271,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.58626,-6691.363934,26,2.77673,0.1539,0.0776,0.504
OG0012617,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.38976,-5909.329647,26,1.9739,0.11034,0.0477,0.4322
OG0013826,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.20841,-5610.502352,26,2.32724,0.42295,0.3031,0.7165
OG0007082,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.66304,-8960.54636,26,2.72778,0.0416,0.0327,0.7873
OG0012107,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.39771,-1328.939434,26,2.70834,0.35618,0.0877,0.2461
OG0010311,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.80287,-6411.820246,26,4.24106,0.57577,0.2222,0.3858
OG0006634,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.7066,-2621.873378,26,3.11088,0.50686,0.192,0.3787
OG0009860,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.51712,-9189.930939,26,2.67571,0.20986,0.2658,1.2663
OG0012106,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.60263,-2331.76304,26,2.43628,0.20421,0.0993,0.4862
OG0013717,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.57845,-2894.856241,26,3.71609,0.22456,0.0975,0.4343
OG0013277,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.96743,-5759.457659,26,3.88518,0.27636,0.1849,0.669
OG0010155,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.99298,-7886.138029,26,3.33417,0.44592,0.2491,0.5586
OG0011615,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.62919,-1391.793624,26,3.78894,0.07186,0.0444,0.6183
OG0013462,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.94124,-3228.933642,26,2.7347,0.14525,0.1231,0.8477
OG0008986,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.28892,-14067.745797,26,2.74257,0.46371,0.329,0.7095
OG0006931,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72263,-5886.445175,26,2.71195,0.26882,0.14,0.5209
OG0013982,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.46634,-13646.566545,26,3.13496,0.2937,0.3152,1.0734
OG0006712,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.92787,-9415.502472,26,2.10685,0.13146,0.1168,0.8881
OG0010218,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.19868,-6489.429256,26,2.88668,0.16877,0.1831,1.0851
OG0010706,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.53249,-11124.931299,26,2.4224,0.20864,0.0912,0.437
OG0012242,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.45421,-10045.101139,26,3.75687,0.24065,0.0799,0.3318
OG0005654,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.98533,-3302.358246,26,2.5479,0.40402,0.2319,0.574
OG0005687,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.71814,-2208.865462,26,2.10545,0.23746,0.1293,0.5443
OG0006406,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.7561,-3767.230094,26,4.25153,0.30368,0.1514,0.4985
OG0008970,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.55489,-5878.745524,26,3.87161,0.38868,0.1288,0.3313
OG0010153,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.52597,-1987.661569,26,3.17496,0.13974,0.0633,0.4531
OG0005380,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.13457,-5443.753953,26,3.33731,0.17974,0.1721,0.9578
OG0009489,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.549,-1823.747054,26,3.93686,0.23891,0.0964,0.4037
OG0009561,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.39933,-8972.608694,26,3.03841,0.13239,0.0509,0.3845
OG0008870,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.42013,-4771.819012,26,2.38943,0.51152,0.641,1.2532
OG0011173,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.49289,-3043.503773,26,2.93603,0.13213,0.0594,0.4495
OG0006157,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.62752,-3525.480229,26,3.68518,0.24215,0.1156,0.4773
OG0008525,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.6117,-7452.428492,26,3.63264,0.13684,0.0715,0.5226
OG0005450,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.80191,-4059.693159,26,3.60029,0.2543,0.1405,0.5527
OG0007192,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.42003,-3240.790559,26,4.87736,0.05245,0.0223,0.4254
OG0012916,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.70459,-2355.364676,26,4.78871,0.28896,0.1321,0.4572
OG0007934,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.569,-7231.282652,26,3.54739,0.29373,0.1185,0.4033
OG0012507,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.79534,-4370.74862,26,3.55303,0.33546,0.1737,0.5177
OG0009464,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.03336,-11180.756542,26,3.8923,0.07514,0.1061,1.4116
OG0012582,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.51207,-10678.519493,26,2.74552,0.25025,0.1,0.3997
OG0006782,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.09443,-7260.703313,26,2.26462,0.2129,0.1867,0.8769
OG0009597,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.38322,-5529.512164,26,2.71134,0.06189,0.0252,0.4067
OG0008179,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.49613,-1903.946937,26,4.13229,0.31578,0.1075,0.3404
OG0011919,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.64606,-2079.383536,26,2.76206,0.22384,0.1183,0.5284
OG0012006,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.61539,-4839.233449,26,2.94726,0.16361,0.0856,0.5229
OG0006332,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.83677,-14071.116197,26,2.87504,0.39875,0.2084,0.5227
OG0006851,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.25498,-6524.506959,26,4.75846,0.02674,0.0085,0.3166
OG0009676,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.1978,-15455.986739,26,4.01411,0.16522,0.1897,1.1484
OG0009798,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.17035,-21904.993455,26,2.99971,0.29274,0.2322,0.7932
OG0009338,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.12136,-3104.24114,26,3.84401,0.23231,0.2303,0.9914
OG0006448,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.58696,-2912.606213,26,2.53756,0.34929,0.1277,0.3655
OG0008421,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.37958,-2120.005776,26,3.57173,0.19367,0.0593,0.3061
OG0009509,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.32124,-2553.842658,26,5.91824,0.14468,0.0377,0.2608
OG0008657,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.27121,-2265.181809,26,2.46263,0.12653,0.1532,1.2109
OG0006013,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72996,-3638.252446,26,2.58189,0.24207,0.1275,0.5268
OG0010749,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.27123,-2504.578162,26,2.87852,0.2387,0.0516,0.2162
OG0009377,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.22824,-6221.830084,26,2.51609,0.11078,0.1386,1.2514
OG0008232,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.3238,-3979.406432,26,2.64822,0.17007,0.0493,0.2902
OG0008306,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.94436,-1590.460236,26,1.58387,0.21815,0.1688,0.774
OG0013555,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.42209,-1177.466811,26,3.03169,0.35042,0.0958,0.2735
OG0008926,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.57644,-14920.77305,26,1.9515,0.20062,0.0979,0.4881
OG0012849,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.44489,-15126.869268,26,2.85271,0.19214,0.0723,0.3761
OG0014021,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.51527,-7066.104437,26,2.26447,0.3141,0.3215,1.0235
OG0008248,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.06404,-3225.214221,26,3.31319,0.32997,0.2346,0.7111
OG0012866,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.52383,-1482.349046,26,2.32724,0.05383,0.0469,0.8717
OG0009968,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.10874,-4709.613465,26,2.58628,0.4481,0.2775,0.6194
OG0010057,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.27598,-3513.391476,26,3.06191,0.10036,0.1618,1.6119
OG0006558,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.60357,-9530.914958,26,2.88002,0.27414,0.1167,0.4258
OG0008160,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.75768,-1003.453756,26,2.81451,0.13762,0.0975,0.7088
OG0011077,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.70703,-5903.892024,26,3.10253,0.18443,0.1076,0.5832
OG0010297,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.2756,-2133.76547,26,3.3104,0.0907,0.023,0.254
OG0005349,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.27017,-534.810322,26,17.83469,0.08494,0.0243,0.2857
OG0011519,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.97533,-6719.653678,26,2.22615,0.46215,0.2521,0.5455
OG0007346,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.55901,-2587.417833,26,3.15586,0.60215,0.4406,0.7317
OG0010786,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.13793,-5689.789921,26,2.32394,0.1765,0.1642,0.9302
OG0009100,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.40521,-2863.290124,26,3.76628,0.06135,0.0247,0.402
OG0009663,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.13349,-12821.495398,26,2.46908,0.1386,0.1635,1.1795
OG0010846,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.14529,-2962.120622,26,1.87282,0.14099,0.165,1.1699
OG0010287,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.75361,-1916.738881,26,4.75044,0.48875,0.1915,0.3918
OG0007368,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.96634,-5692.294965,26,2.84397,0.33758,0.2094,0.6202
OG0010211,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,2.09976,-2930.867512,26,2.43196,0.4499,0.5276,1.1727
OG0008932,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.59075,-4355.868113,26,2.29952,0.22523,0.1079,0.4793
OG0013843,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.08502,-7351.270483,26,3.35815,0.26902,0.2046,0.7606
OG0009180,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.258,-2027.621012,26,4.43087,0.10987,0.0264,0.2402
OG0009833,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.28957,-1109.291272,26,2.80126,0.01377,0.0045,0.3303
OG0010081,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.40658,-2868.018467,26,4.92718,0.04945,0.0219,0.4431
OG0012643,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.51721,-4145.059987,26,3.40987,0.1834,0.0775,0.4227
OG0008453,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.69992,-3426.877826,26,3.50692,0.42718,0.168,0.3932
OG0012329,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.51568,-2591.458496,26,3.35704,0.08639,0.0464,0.5375
OG0010408,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.59106,-3078.060858,26,2.16246,0.14681,0.0786,0.5355
OG0006514,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.44942,-2674.320642,26,4.51012,0.06289,0.0267,0.4246
OG0010686,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.75577,-6961.560892,26,2.84145,0.31907,0.164,0.5141
OG0012148,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.61408,-897.940874,26,5.50946,0.22977,0.1021,0.4442
OG0006495,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.59695,-1310.252561,26,2.99246,0.06939,0.0421,0.6063
OG0008486,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.33038,-1079.151467,26,1.4687,0.2088,0.2444,1.1707
OG0007903,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.92067,-4670.904185,26,2.75112,0.13679,0.1103,0.8067
OG0006839,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.49469,-3719.703595,26,3.36198,0.16807,0.0683,0.4063
OG0005708,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.81285,-7490.781845,26,2.41064,0.20814,0.1412,0.6785
OG0011086,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.22423,-3101.380918,26,4.08244,0.02761,0.0075,0.2715
OG0008231,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.32093,-3981.680876,26,1.22709,0.38883,0.322,0.8281
OG0011489,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.40652,-3972.057438,26,2.77147,0.11247,0.0433,0.3846
OG0010658,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.3931,-783.79257,26,5.09122,0.15725,0.0593,0.3769
OG0009278,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.01318,-8549.070808,26,4.03563,0.66684,0.2955,0.4432
OG0011790,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.07273,-3551.62477,26,3.86312,0.19207,0.1809,0.9419
OG0007109,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.84412,-1861.305774,26,1.66894,0.26312,0.1622,0.6163
OG0006037,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.69587,-2071.735822,26,3.30966,0.18439,0.1008,0.5469
OG0005885,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.32175,-1833.058049,26,2.54661,0.22586,0.2292,1.0148
OG0008221,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.46473,-1277.760612,26,3.8948,0.15538,0.062,0.3993
OG0005923,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.43921,-5408.695278,26,2.76073,0.17739,0.2254,1.2706
OG0008681,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.47738,-5405.002487,26,4.18494,0.15235,0.0633,0.4153
OG0012576,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.65554,-5737.395745,26,3.06515,0.33046,0.1401,0.4241
OG0011933,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.5164,-2530.285175,26,2.19458,0.19802,0.0938,0.4738
OG0013744,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.42601,-1560.645057,26,3.92827,0.21418,0.0674,0.3149
OG0006027,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.45375,-13789.49128,26,4.02561,0.31298,0.093,0.2972
OG0009006,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.97592,-5558.002032,26,3.43058,0.60309,0.282,0.4677
OG0010214,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.80317,-2104.413178,26,3.15618,0.04275,0.0483,1.13
OG0008106,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.73291,-7055.947218,26,2.34372,0.31679,0.1579,0.4984
OG0006115,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.72849,-2440.294587,26,3.11255,0.47967,0.1883,0.3925
OG0010837,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.584,-2707.584843,26,4.28576,0.11195,0.0624,0.5576
OG0005919,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,1.54781,-7278.024959,26,2.45501,0.26357,0.2908,1.1033
OG0010078,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.41785,-2925.470584,26,5.39097,0.09428,0.0338,0.3583
OG0007503,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.51888,-1141.504295,26,2.47366,0.23658,0.0935,0.3953
OG0013261,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.41335,-4378.515086,26,2.98775,0.13947,0.0521,0.3735
OG0006984,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.52316,-4151.586711,26,3.85735,0.17857,0.074,0.4146
OG0005841,M0,"One dN/dS ratio for branches, ",F3x4,one-ratio,0.44499,-1205.810415,26,4.33411,0.05714,0.0253,0.4425
