file,null,alt,df,lrt,pval,note
OG0013931,M0,bsA1,2,63.29540799999995,1.7985612998927536e-14,
OG0010354,bsA1,bsA,1,0.0,1.0,
OG0010354,M0,bsA,3,35.073245999999926,1.1756043216681888e-07,
OG0010354,M0,bsA1,2,35.073245999999926,2.4207023940903127e-08,
OG0007816,bsA1,bsA,1,67.24282999999923,2.220446049250313e-16,
OG0007816,M0,bsA,3,258.18876999999884,0.0,
OG0007816,M0,bsA1,2,190.9459399999996,0.0,
OG0009995,bsA1,bsA,1,0.0,1.0,
OG0009995,M0,bsA,3,46.223301999999876,5.084124232723752e-10,
OG0009995,M0,bsA1,2,46.223301999999876,9.177780757596565e-11,
OG0007586,bsA1,bsA,1,21.917915999999877,2.845647789073702e-06,
OG0007586,M0,bsA,3,41.632684000000154,4.800805752935844e-09,
OG0007586,M0,bsA1,2,19.714768000000277,5.235914218904014e-05,
OG0010664,bsA1,bsA,1,0.0,1.0,
OG0010664,M0,bsA,3,40.490883999999824,8.38472702380244e-09,
OG0010664,M0,bsA1,2,40.490883999999824,1.6125614177298075e-09,
OG0005342,bsA1,bsA,1,0.0,1.0,
OG0005342,M0,bsA,3,10.287868000000344,0.016271167310131673,
OG0005342,M0,bsA1,2,10.287868000000344,0.005834690830466505,
OG0010015,bsA1,bsA,1,3.999999989900971e-06,0.9984042319442542,
OG0010015,M0,bsA,3,12.536883999999873,0.0057530800507786806,
OG0010015,M0,bsA1,2,12.536879999999883,0.001895182763461345,
OG0006994,bsA1,bsA,1,95.51040399999874,0.0,
OG0006994,M0,bsA,3,338.46935399999893,0.0,
OG0006994,M0,bsA1,2,242.9589500000002,0.0,
OG0011051,bsA1,bsA,1,231.73025399999824,0.0,
OG0011051,M0,bsA,3,363.7270639999988,0.0,
OG0011051,M0,bsA1,2,131.99681000000055,0.0,
OG0009117,bsA1,bsA,1,41.524345999999696,1.164121021801634e-10,
OG0009117,M0,bsA,3,92.78671799999984,0.0,
OG0009117,M0,bsA1,2,51.26237200000014,7.387868095065642e-12,
OG0010150,bsA1,bsA,1,9.609988000000158,0.0019352190722295992,
OG0010150,M0,bsA,3,97.19736600000033,0.0,
OG0010150,M0,bsA1,2,87.58737800000017,0.0,
OG0009850,bsA1,bsA,1,0.0,1.0,
OG0009850,M0,bsA,3,121.56653199999982,0.0,
OG0009850,M0,bsA1,2,121.56653199999982,0.0,
OG0012533,bsA1,bsA,1,37.123021999999764,1.1090656171219848e-09,
OG0012533,M0,bsA,3,130.452174,0.0,
OG0012533,M0,bsA1,2,93.32915200000025,0.0,
OG0011712,bsA1,bsA,1,19.179838000000018,1.1896327922866767e-05,
OG0011712,M0,bsA,3,92.64096999999856,0.0,
OG0011712,M0,bsA1,2,73.46113199999854,1.1102230246251565e-16,
OG0011311,bsA1,bsA,1,0.0,1.0,
OG0011311,M0,bsA,3,104.34848799999963,0.0,
OG0011311,M0,bsA1,2,104.34848799999963,0.0,
OG0013476,bsA1,bsA,1,1.99999976757681e-06,0.998871621274596,
OG0013476,M0,bsA,3,382.6090119999999,0.0,
OG0013476,M0,bsA1,2,382.6090100000001,0.0,
OG0012406,bsA1,bsA,1,0.0,1.0,
OG0012406,M0,bsA,3,41.170414000000164,6.016994569257861e-09,
OG0012406,M0,bsA1,2,41.170414000000164,1.1480431050259199e-09,
OG0008053,bsA1,bsA,1,321.34483,0.0,
OG0008053,M0,bsA,3,476.255768,0.0,
OG0008053,M0,bsA1,2,154.910938,0.0,
OG0006595,bsA1,bsA,1,1.99999976757681e-06,0.998871621274596,
OG0006595,M0,bsA,3,18.105741999999736,0.0004183047559466191,
OG0006595,M0,bsA1,2,18.10573999999997,0.00011705460765010223,
OG0012034,bsA1,bsA,1,4.483901999999944,0.034215518544053025,
OG0012034,M0,bsA,3,104.24892000000182,0.0,
OG0012034,M0,bsA1,2,99.76501800000187,0.0,
OG0007210,bsA1,bsA,1,0.0,1.0,
OG0007210,M0,bsA,3,80.83481599999959,0.0,
OG0007210,M0,bsA1,2,80.83481599999959,0.0,
OG0012279,bsA1,bsA,1,17.798547999999755,2.4557057567320406e-05,
OG0012279,M0,bsA,3,56.02098999999998,4.157785227221211e-12,
OG0012279,M0,bsA1,2,38.22244200000023,5.013051640467836e-09,
OG0010053,bsA1,bsA,1,1.9895400000000336,0.15838898470546303,
OG0010053,M0,bsA,3,12.381914000000052,0.006183084183719267,
OG0010053,M0,bsA1,2,10.392374000000018,0.005537639234495684,
OG0012736,bsA1,bsA,1,116.14727200000016,0.0,
OG0012736,M0,bsA,3,288.216058,0.0,
OG0012736,M0,bsA1,2,172.06878599999982,0.0,
OG0007728,bsA1,bsA,1,0.0,1.0,
OG0007728,M0,bsA,3,109.97011999999995,0.0,
OG0007728,M0,bsA1,2,109.97011999999995,0.0,
OG0012696,bsA1,bsA,1,12.738325999998779,0.0003582381884601471,
OG0012696,M0,bsA,3,124.97418800000014,0.0,
OG0012696,M0,bsA1,2,112.23586200000136,0.0,
OG0007078,bsA1,bsA,1,4.210419999999431,0.04017638825389935,
OG0007078,M0,bsA,3,179.8685320000004,0.0,
OG0007078,M0,bsA1,2,175.65811200000098,0.0,
OG0007282,bsA1,bsA,1,0.0,1.0,
OG0007282,M0,bsA,3,151.28434199999901,0.0,
OG0007282,M0,bsA1,2,151.28434199999901,0.0,
OG0006216,bsA1,bsA,1,0.0,1.0,
OG0006216,M0,bsA,3,26.968442000000323,5.977726670547412e-06,
OG0006216,M0,bsA1,2,26.968442000000323,1.3927630195809115e-06,
OG0009480,bsA1,bsA,1,594.2053840000008,0.0,
OG0009480,M0,bsA,3,2316.9245100000007,0.0,
OG0009480,M0,bsA1,2,1722.719126,0.0,
OG0007776,bsA1,bsA,1,311.93456200000037,0.0,
OG0007776,M0,bsA,3,781.8506079999988,0.0,
OG0007776,M0,bsA1,2,469.91604599999846,0.0,
OG0006052,bsA1,bsA,1,0.0,1.0,
OG0006052,M0,bsA,3,29.22397799999999,2.009404370451051e-06,
OG0006052,M0,bsA1,2,29.22397799999999,4.509140915098797e-07,
OG0011308,bsA1,bsA,1,6.427690000000439,0.01123546112821927,
OG0011308,M0,bsA,3,41.498381999997946,5.126339464034402e-09,
OG0011308,M0,bsA1,2,35.07069199999751,2.4237956086636814e-08,
OG0005771,bsA1,bsA,1,0.0,1.0,
OG0005771,M0,bsA,3,71.38297199999943,2.1094237467877974e-15,
OG0005771,M0,bsA1,2,71.38297199999943,3.3306690738754696e-16,
OG0011514,bsA1,bsA,1,117.69843200000105,0.0,
OG0011514,M0,bsA,3,338.84095200000047,0.0,
OG0011514,M0,bsA1,2,221.14251999999942,0.0,
OG0007624,bsA1,bsA,1,0.0,1.0,
OG0007624,M0,bsA,3,24.83785799999987,1.6693936094269723e-05,
OG0007624,M0,bsA1,2,24.83785799999987,4.04136116782805e-06,
OG0008894,bsA1,bsA,1,2.012738000000013,0.15598358717456284,
OG0008894,M0,bsA,3,3.55676399999993,0.3134743017226729,
OG0008894,M0,bsA1,2,1.544025999999917,0.4620819604791869,
OG0013278,bsA1,bsA,1,,,lnl1 < lnl0
OG0013278,M0,bsA,3,141.85039399999914,0.0,
OG0013278,M0,bsA1,2,141.85039599999982,0.0,
OG0008765,bsA1,bsA,1,0.0,1.0,
OG0008765,M0,bsA,3,72.57434599999942,1.2212453270876722e-15,
OG0008765,M0,bsA1,2,72.57434599999942,2.220446049250313e-16,
OG0013895,bsA1,bsA,1,170.9475279999997,0.0,
OG0013895,M0,bsA,3,282.3136539999996,0.0,
OG0013895,M0,bsA1,2,111.3661259999999,0.0,
OG0007689,bsA1,bsA,1,,,lnl1 < lnl0
OG0007689,M0,bsA,3,119.68610999999964,0.0,
OG0007689,M0,bsA1,2,119.6861859999999,0.0,
OG0007439,bsA1,bsA,1,4.098204000001715,0.042928792378079006,
OG0007439,M0,bsA,3,84.22280600000158,0.0,
OG0007439,M0,bsA1,2,80.12460199999987,0.0,
OG0012623,bsA1,bsA,1,0.0,1.0,
OG0012623,M0,bsA,3,36.384893999999804,6.208693292819589e-08,
OG0012623,M0,bsA1,2,36.384893999999804,1.2563789675290593e-08,
OG0007359,bsA1,bsA,1,,,lnl1 < lnl0
OG0007359,M0,bsA,3,35.75643399999899,8.431003140074722e-08,
OG0007359,M0,bsA1,2,35.75644199999988,1.720233000490623e-08,
OG0009660,bsA1,bsA,1,0.0,1.0,
OG0009660,M0,bsA,3,32.98901600000136,3.237900338959321e-07,
OG0009660,M0,bsA1,2,32.98901600000136,6.863192714146038e-08,
OG0011879,bsA1,bsA,1,74.79688199999873,0.0,
OG0011879,M0,bsA,3,265.54344200000014,0.0,
OG0011879,M0,bsA1,2,190.7465600000014,0.0,
OG0006395,bsA1,bsA,1,0.05991800000083458,0.8066255917901792,
OG0006395,M0,bsA,3,281.9179759999988,0.0,
OG0006395,M0,bsA1,2,281.858057999998,0.0,
OG0007857,bsA1,bsA,1,0.0,1.0,
OG0007857,M0,bsA,3,92.59068400000069,0.0,
OG0007857,M0,bsA1,2,92.59068400000069,0.0,
OG0006810,bsA1,bsA,1,56.22317199999998,6.472600233564663e-14,
OG0006810,M0,bsA,3,93.97590599999967,0.0,
OG0006810,M0,bsA1,2,37.75273399999969,6.340127201021062e-09,
OG0011482,bsA1,bsA,1,,,lnl1 < lnl0
OG0011482,M0,bsA,3,38.99333800000022,1.7413146813360925e-08,
OG0011482,M0,bsA1,2,39.087382000000616,3.2529908766676385e-09,
OG0007488,bsA1,bsA,1,0.7131540000000314,0.39839874459364055,
OG0007488,M0,bsA,3,70.96023400000013,2.6645352591003757e-15,
OG0007488,M0,bsA1,2,70.2470800000001,5.551115123125783e-16,
OG0007772,bsA1,bsA,1,0.0,1.0,
OG0007772,M0,bsA,3,78.45065199999954,1.1102230246251565e-16,
OG0007772,M0,bsA1,2,78.45065199999954,0.0,
OG0013580,bsA1,bsA,1,362.3915940000006,0.0,
OG0013580,M0,bsA,3,757.273594000002,0.0,
OG0013580,M0,bsA1,2,394.8820000000014,0.0,
OG0007733,bsA1,bsA,1,0.0,1.0,
OG0007733,M0,bsA,3,94.39027399999941,0.0,
OG0007733,M0,bsA1,2,94.39027399999941,0.0,
OG0011903,bsA1,bsA,1,,,lnl1 < lnl0
OG0011903,M0,bsA,3,5.216916000000083,0.15658535317936062,
OG0011903,M0,bsA1,2,5.217129999999997,0.0736401415816712,
OG0009567,bsA1,bsA,1,40.22783199999867,2.2600532556538155e-10,
OG0009567,M0,bsA,3,92.82208199999877,0.0,
OG0009567,M0,bsA1,2,52.5942500000001,3.79585252119341e-12,
OG0011525,bsA1,bsA,1,71.45023200000014,0.0,
OG0011525,M0,bsA,3,119.24427800000012,0.0,
OG0011525,M0,bsA1,2,47.79404599999998,4.184608215496155e-11,
OG0007924,bsA1,bsA,1,504.8891939999994,0.0,
OG0007924,M0,bsA,3,781.8728279999996,0.0,
OG0007924,M0,bsA1,2,276.98363400000017,0.0,
OG0013145,bsA1,bsA,1,,,lnl1 < lnl0
OG0013145,M0,bsA,3,81.21398599999884,0.0,
OG0013145,M0,bsA1,2,81.21514799999932,0.0,
OG0007134,bsA1,bsA,1,7.5931700000001,0.005858983685854691,
OG0007134,M0,bsA,3,126.4523079999999,0.0,
OG0007134,M0,bsA1,2,118.8591379999998,0.0,
OG0008361,bsA1,bsA,1,0.0,1.0,
OG0008361,M0,bsA,3,206.8537639999995,0.0,
OG0008361,M0,bsA1,2,206.8537639999995,0.0,
OG0005994,bsA1,bsA,1,447.52837199999976,0.0,
OG0005994,M0,bsA,3,762.2832119999994,0.0,
OG0005994,M0,bsA1,2,314.7548399999996,0.0,
OG0007713,bsA1,bsA,1,0.8515759999991133,0.3561068770436031,
OG0007713,M0,bsA,3,53.27351599999929,1.6029955141050323e-11,
OG0007713,M0,bsA1,2,52.42194000000018,4.137357123568108e-12,
OG0012548,bsA1,bsA,1,22.807999999999083,1.7901896608440993e-06,
OG0012548,M0,bsA,3,88.63358399999925,0.0,
OG0012548,M0,bsA1,2,65.82558400000016,5.10702591327572e-15,
OG0010481,bsA1,bsA,1,30.206268000001728,3.8845203054194144e-08,
OG0010481,M0,bsA,3,209.634782000001,0.0,
OG0010481,M0,bsA1,2,179.42851399999927,0.0,
OG0013882,bsA1,bsA,1,,,lnl1 < lnl0
OG0013882,M0,bsA,3,47.96814399999994,2.162980905495715e-10,
OG0013882,M0,bsA1,2,49.947995999999875,1.4253820346254997e-11,
OG0011253,bsA1,bsA,1,0.0,1.0,
OG0011253,M0,bsA,3,6.602003999999397,0.08572536517707219,
OG0011253,M0,bsA1,2,6.602003999999397,0.03684622897675627,
OG0010439,bsA1,bsA,1,0.0,1.0,
OG0010439,M0,bsA,3,8.315218000000186,0.0399270962907996,
OG0010439,M0,bsA1,2,8.315218000000186,0.01564492023982178,
OG0013527,bsA1,bsA,1,,,lnl1 < lnl0
OG0013527,M0,bsA,3,76.83015600000181,1.1102230246251565e-16,
OG0013527,M0,bsA1,2,76.83016800000041,0.0,
OG0012702,bsA1,bsA,1,0.0,1.0,
OG0012702,M0,bsA,3,110.55244399999992,0.0,
OG0012702,M0,bsA1,2,110.55244399999992,0.0,
OG0005669,bsA1,bsA,1,10.926271999999699,0.0009481008498971599,
OG0005669,M0,bsA,3,57.30242999999973,2.2148949341271873e-12,
OG0005669,M0,bsA1,2,46.37615800000003,8.502476500638068e-11,
OG0009996,bsA1,bsA,1,77.4860719999997,0.0,
OG0009996,M0,bsA,3,634.2682080000013,0.0,
OG0009996,M0,bsA1,2,556.7821360000016,0.0,
OG0010995,bsA1,bsA,1,2.3915680000000066,0.12199121390664247,
OG0010995,M0,bsA,3,26.48616800000036,7.544090023570149e-06,
OG0010995,M0,bsA1,2,24.094600000000355,5.860357203513189e-06,
OG0007254,bsA1,bsA,1,0.0,1.0,
OG0007254,M0,bsA,3,20.61202800000001,0.00012672730784468733,
OG0007254,M0,bsA1,2,20.61202800000001,3.343143275802429e-05,
OG0006763,bsA1,bsA,1,6.487770000000182,0.010861914898455116,
OG0006763,M0,bsA,3,22.32531599999993,5.581437567947489e-05,
OG0006763,M0,bsA1,2,15.837545999999747,0.00036384849481796433,
OG0006000,bsA1,bsA,1,0.0,1.0,
OG0006000,M0,bsA,3,37.108320000001186,4.3648538339269294e-08,
OG0006000,M0,bsA1,2,37.108320000001186,8.75045624848525e-09,
OG0008523,bsA1,bsA,1,0.0,1.0,
OG0008523,M0,bsA,3,103.72893599999952,0.0,
OG0008523,M0,bsA1,2,103.72893599999952,0.0,
OG0008544,bsA1,bsA,1,0.0,1.0,
OG0008544,M0,bsA,3,3.035305999999764,0.3862136534859244,
OG0008544,M0,bsA1,2,3.035305999999764,0.21922580659971724,
OG0006452,bsA1,bsA,1,6.810309999999845,0.009063302912393212,
OG0006452,M0,bsA,3,38.95780399999967,1.7717598388422573e-08,
OG0006452,M0,bsA1,2,32.147493999999824,1.0453467524929039e-07,
OG0012872,bsA1,bsA,1,0.0,1.0,
OG0012872,M0,bsA,3,21.94250000000011,6.705301365828031e-05,
OG0012872,M0,bsA1,2,21.94250000000011,1.718884381485264e-05,
OG0006680,bsA1,bsA,1,0.0,1.0,
OG0006680,M0,bsA,3,52.84983800000009,1.973610164185402e-11,
OG0006680,M0,bsA1,2,52.84983800000009,3.340439036492171e-12,
OG0013614,bsA1,bsA,1,29.10597400000006,6.85253563892374e-08,
OG0013614,M0,bsA,3,100.4616300000007,0.0,
OG0013614,M0,bsA1,2,71.35565600000064,3.3306690738754696e-16,
OG0005904,bsA1,bsA,1,43.802622000000156,3.6321834429031696e-11,
OG0005904,M0,bsA,3,89.71989200000007,0.0,
OG0005904,M0,bsA1,2,45.91726999999992,1.0695266894344968e-10,
OG0007724,bsA1,bsA,1,,,lnl1 < lnl0
OG0007724,M0,bsA,3,147.05100200000015,0.0,
OG0007724,M0,bsA1,2,147.05101800000193,0.0,
OG0010883,bsA1,bsA,1,4.04816800000026,0.04421930828489795,
OG0010883,M0,bsA,3,8.747936000000664,0.032836906061228466,
OG0010883,M0,bsA1,2,4.699768000000404,0.09538022568001592,
OG0012633,bsA1,bsA,1,7.073632000001453,0.007822652326452961,
OG0012633,M0,bsA,3,63.55058200000167,1.0236256287043943e-13,
OG0012633,M0,bsA1,2,56.476950000000215,5.447864381835643e-13,
OG0010338,bsA1,bsA,1,,,lnl1 < lnl0
OG0010338,M0,bsA,3,8.630467999999837,0.034629700822493614,
OG0010338,M0,bsA1,2,8.63047400000005,0.013363381989262568,
OG0012221,bsA1,bsA,1,71.67798200000107,0.0,
OG0012221,M0,bsA,3,318.2233720000004,0.0,
OG0012221,M0,bsA1,2,246.54538999999932,0.0,
OG0009532,bsA1,bsA,1,0.0,1.0,
OG0009532,M0,bsA,3,5.273364000000129,0.15284012845132366,
OG0009532,M0,bsA1,2,5.273364000000129,0.07159843949611344,
OG0009241,bsA1,bsA,1,,,lnl1 < lnl0
OG0009241,M0,bsA,3,93.76623599999948,0.0,
OG0009241,M0,bsA1,2,93.76624399999855,0.0,
OG0013803,bsA1,bsA,1,77.89604400000007,0.0,
OG0013803,M0,bsA,3,113.25061000000005,0.0,
OG0013803,M0,bsA1,2,35.35456599999998,2.1030690744439084e-08,
OG0010385,bsA1,bsA,1,40.59976800000004,1.8682888569543366e-10,
OG0010385,M0,bsA,3,136.39656399999967,0.0,
OG0010385,M0,bsA1,2,95.79679599999963,0.0,
OG0007558,bsA1,bsA,1,220.53797200000008,0.0,
OG0007558,M0,bsA,3,355.6121659999999,0.0,
OG0007558,M0,bsA1,2,135.0741939999998,0.0,
OG0009482,bsA1,bsA,1,2.5285000000003492,0.11180645573582138,
OG0009482,M0,bsA,3,274.1799019999962,0.0,
OG0009482,M0,bsA1,2,271.65140199999587,0.0,
OG0012267,bsA1,bsA,1,272.98250800000096,0.0,
OG0012267,M0,bsA,3,420.01500000000124,0.0,
OG0012267,M0,bsA1,2,147.03249200000027,0.0,
OG0011677,bsA1,bsA,1,3.102813999999853,0.07815708910843044,
OG0011677,M0,bsA,3,60.09173600000031,5.618838727627917e-13,
OG0011677,M0,bsA1,2,56.98892200000046,4.2166270475263445e-13,
OG0006202,bsA1,bsA,1,2.0000006770715117e-06,0.9988716210180326,
OG0006202,M0,bsA,3,146.27612800000134,0.0,
OG0006202,M0,bsA1,2,146.27612600000066,0.0,
OG0008308,bsA1,bsA,1,,,lnl1 < lnl0
OG0008308,M0,bsA,3,83.78683199999978,0.0,
OG0008308,M0,bsA1,2,83.78683399999954,0.0,
OG0013638,bsA1,bsA,1,22.25995999999941,2.3812041954895946e-06,
OG0013638,M0,bsA,3,231.94801000000007,0.0,
OG0013638,M0,bsA1,2,209.68805000000066,0.0,
OG0011182,bsA1,bsA,1,47.192307999999684,6.435296739937257e-12,
OG0011182,M0,bsA,3,139.1458279999997,0.0,
OG0011182,M0,bsA1,2,91.95352000000003,0.0,
OG0013524,bsA1,bsA,1,9.290670000002137,0.0023032390510068224,
OG0013524,M0,bsA,3,152.49069600000075,0.0,
OG0013524,M0,bsA1,2,143.20002599999862,0.0,
OG0005300,bsA1,bsA,1,0.0,1.0,
OG0005300,M0,bsA,3,22.65573799999993,4.763590932599371e-05,
OG0005300,M0,bsA1,2,22.65573799999993,1.203286381734614e-05,
OG0013661,bsA1,bsA,1,15.34939200000008,8.9349676691719e-05,
OG0013661,M0,bsA,3,218.61230800000067,0.0,
OG0013661,M0,bsA1,2,203.2629160000006,0.0,
OG0007942,bsA1,bsA,1,1.2304380000000492,0.2673218744138145,
OG0007942,M0,bsA,3,4.46903199999997,0.21506925138426058,
OG0007942,M0,bsA1,2,3.238593999999921,0.1980378707821987,
OG0009795,bsA1,bsA,1,0.0,1.0,
OG0009795,M0,bsA,3,29.061557999999422,2.1737107067654193e-06,
OG0009795,M0,bsA1,2,29.061557999999422,4.890608097385396e-07,
OG0008672,bsA1,bsA,1,10.752226000000519,0.0010415396629716023,
OG0008672,M0,bsA,3,50.70459200000005,5.654920975928235e-11,
OG0008672,M0,bsA1,2,39.95236599999953,2.110833396962164e-09,
OG0011424,bsA1,bsA,1,6.821198000001459,0.00900821202388824,
OG0011424,M0,bsA,3,123.58084000000053,0.0,
OG0011424,M0,bsA1,2,116.75964199999908,0.0,
OG0006228,bsA1,bsA,1,1.599847999999838,0.20592475267622135,
OG0006228,M0,bsA,3,85.2801559999989,0.0,
OG0006228,M0,bsA1,2,83.68030799999906,0.0,
OG0013620,bsA1,bsA,1,43.55361999999968,4.1250003413040304e-11,
OG0013620,M0,bsA,3,74.58501799999976,4.440892098500626e-16,
OG0013620,M0,bsA1,2,31.03139800000008,1.826491020651133e-07,
OG0006405,bsA1,bsA,1,2.179996000000756,0.1398148251834468,
OG0006405,M0,bsA,3,81.80114200000025,0.0,
OG0006405,M0,bsA1,2,79.6211459999995,0.0,
OG0010624,bsA1,bsA,1,3.6889780000001338,0.05477316800496601,
OG0010624,M0,bsA,3,24.386131999999634,2.0746949201733145e-05,
OG0010624,M0,bsA1,2,20.6971539999995,3.203834792453453e-05,
OG0007596,bsA1,bsA,1,8.714350000000195,0.0031571496452729164,
OG0007596,M0,bsA,3,79.61937399999988,0.0,
OG0007596,M0,bsA1,2,70.90502399999968,4.440892098500626e-16,
OG0010857,bsA1,bsA,1,,,lnl1 < lnl0
OG0010857,M0,bsA,3,49.19546199999968,1.1852696601977186e-10,
OG0010857,M0,bsA1,2,49.195465999999215,2.0765389407984003e-11,
OG0013802,bsA1,bsA,1,158.60129400000005,0.0,
OG0013802,M0,bsA,3,270.66350799999964,0.0,
OG0013802,M0,bsA1,2,112.06221399999959,0.0,
OG0007634,bsA1,bsA,1,0.0,1.0,
OG0007634,M0,bsA,3,14.02304600000025,0.002873950461780961,
OG0007634,M0,bsA1,2,14.02304600000025,0.0009014346574298671,
OG0010262,bsA1,bsA,1,0.0,1.0,
OG0010262,M0,bsA,3,0.0,1.0,
OG0010262,M0,bsA1,2,0.0,1.0,
OG0007848,bsA1,bsA,1,0.00012400000014167745,0.9911153171655015,
OG0007848,M0,bsA,3,33.85623400000077,2.124583665663593e-07,
OG0007848,M0,bsA1,2,33.856110000000626,4.4487615036281625e-08,
OG0005569,bsA1,bsA,1,0.0,1.0,
OG0005569,M0,bsA,3,73.23757599999954,8.881784197001252e-16,
OG0005569,M0,bsA1,2,73.23757599999954,1.1102230246251565e-16,
OG0010020,bsA1,bsA,1,2.295755999999983,0.12972803227910013,
OG0010020,M0,bsA,3,35.25856799999974,1.0742447720257786e-07,
