file,null,alt,df,lrt,pval,note
OG0008661,bsA1,bsA,1,27.02088999999978,2.0126849986645823e-07,
OG0012260,bsA1,bsA,1,241.43377200000032,0.0,
OG0005973,bsA1,bsA,1,95.64291799999955,0.0,
OG0006689,bsA1,bsA,1,0.0,1.0,
OG0006837,bsA1,bsA,1,15.559846000000107,7.993427150365662e-05,
OG0014305,bsA1,bsA,1,541.6926119999989,0.0,
OG0011741,bsA1,bsA,1,0.0,1.0,
OG0005315,bsA1,bsA,1,69.32665000000088,1.1102230246251565e-16,
OG0011624,bsA1,bsA,1,53.22055399999954,2.9809488211185453e-13,
OG0005512,bsA1,bsA,1,0.0,1.0,
OG0010352,bsA1,bsA,1,0.0,1.0,
OG0011768,bsA1,bsA,1,0.0,1.0,
OG0014138,bsA1,bsA,1,96.74068400000033,0.0,
OG0006188,bsA1,bsA,1,0.0,1.0,
OG0009218,bsA1,bsA,1,0.0,1.0,
OG0007565,bsA1,bsA,1,536.3803100000005,0.0,
OG0008374,bsA1,bsA,1,0.0,1.0,
OG0010083,bsA1,bsA,1,11.651135999999951,0.0006416334038961136,
OG0007272,bsA1,bsA,1,36.38623599999937,1.6184210638314767e-09,
OG0007527,bsA1,bsA,1,7.291629999999714,0.006927659363524907,
OG0009212,bsA1,bsA,1,0.0,1.0,
OG0010217,bsA1,bsA,1,1.3782119999996212,0.24040594367663382,
OG0007721,bsA1,bsA,1,0.0,1.0,
OG0011860,bsA1,bsA,1,0.0,1.0,
OG0008325,bsA1,bsA,1,0.02090799999950832,0.8850298643627845,
OG0007308,bsA1,bsA,1,0.0,1.0,
OG0007394,bsA1,bsA,1,0.0,1.0,
OG0008854,bsA1,bsA,1,3.99999953515362e-06,0.998404232034963,
OG0009341,bsA1,bsA,1,101.52116000000024,0.0,
OG0010740,bsA1,bsA,1,0.0,1.0,
OG0009916,bsA1,bsA,1,200.3727199999994,0.0,
OG0008247,bsA1,bsA,1,50.50014199999987,1.1916023723301805e-12,
OG0013150,bsA1,bsA,1,0.0,1.0,
OG0008795,bsA1,bsA,1,5.000000055588316e-05,0.9943581511486069,
OG0009890,bsA1,bsA,1,2.5108479999998963,0.1130650760723404,
OG0010307,bsA1,bsA,1,0.0,1.0,
OG0007729,bsA1,bsA,1,43.66378200000054,3.899214284786012e-11,
OG0012673,bsA1,bsA,1,10.365099999999984,0.0012841994295537118,
OG0013270,bsA1,bsA,1,0.0,1.0,
OG0011385,bsA1,bsA,1,45.60050799999999,1.4500400880024245e-11,
OG0006630,bsA1,bsA,1,0.00865199999861943,0.9258907487765349,
OG0011651,bsA1,bsA,1,28.61798599999929,8.815950314211562e-08,
OG0011081,bsA1,bsA,1,21.70537400000012,3.1789947149141184e-06,
OG0009912,bsA1,bsA,1,762.9970240000002,0.0,
OG0010432,bsA1,bsA,1,28.81625400000121,7.95804427911051e-08,
OG0009788,bsA1,bsA,1,0.0,1.0,
OG0009867,bsA1,bsA,1,1.9547440000001188,0.16207655544318,
OG0013482,bsA1,bsA,1,58.448437999999896,2.0872192862952943e-14,
OG0006762,bsA1,bsA,1,9.999999747378752e-06,0.997476871715064,
OG0007991,bsA1,bsA,1,1.99999976757681e-06,0.998871621274596,
OG0009049,bsA1,bsA,1,0.0,1.0,
OG0013530,bsA1,bsA,1,61.52378399999998,4.3298697960381105e-15,
OG0007130,bsA1,bsA,1,1.999998858082108e-06,0.9988716215311596,
OG0005766,bsA1,bsA,1,4.079368000000159,0.04340989268792195,
OG0009056,bsA1,bsA,1,,,lnl1 < lnl0
OG0011508,bsA1,bsA,1,0.0,1.0,
OG0010279,bsA1,bsA,1,477.16513600000144,0.0,
OG0012844,bsA1,bsA,1,0.0,1.0,
OG0007046,bsA1,bsA,1,78.22726200000034,0.0,
OG0009590,bsA1,bsA,1,1.99999976757681e-06,0.998871621274596,
OG0007695,bsA1,bsA,1,0.09633399999984249,0.7562741380630196,
OG0008594,bsA1,bsA,1,0.0,1.0,
OG0013406,bsA1,bsA,1,,,lnl1 < lnl0
OG0008298,bsA1,bsA,1,0.0,1.0,
OG0006785,bsA1,bsA,1,165.58104599999933,0.0,
OG0007106,bsA1,bsA,1,0.3117440000005445,0.5766119639379448,
OG0007909,bsA1,bsA,1,0.0435379999998986,0.8347155306517574,
OG0006748,bsA1,bsA,1,11.309723999998823,0.000771022323849957,
OG0011666,bsA1,bsA,1,70.75928799999929,0.0,
