OG0000848	0	339	0.0
OG0002237	67	1245	5.3815
OG0001994	0	327	0.0
OG0002282	0	954	0.0
OG0001444	0	318	0.0
OG0000834	1306	4893	26.6912
OG0001942	0	204	0.0
OG0000820	0	357	0.0
OG0001696	0	204	0.0
OG0002142	51	1113	4.5822
OG0001680	0	651	0.0
OG0001996	0	288	0.0
OG0002385	0	582	0.0
OG0001851	0	243	0.0
OG0002272	30	2169	1.3831
OG0001348	4593	13107	35.0423
OG0002403	0	219	0.0
OG0002698	0	297	0.0
OG0002479	0	237	0.0
OG0002695	57	1218	4.6798
OG0002723	104	1719	6.05
OG0002719	0	240	0.0
OG0002962	0	435	0.0
OG0002732	0	228	0.0
OG0002752	0	2193	0.0
OG0002969	0	1056	0.0
OG0002840	0	384	0.0
OG0002761	111	648	17.1296
OG0002833	0	441	0.0
OG0002846	0	471	0.0
OG0002928	0	657	0.0
OG0003023	0	1056	0.0
OG0003187	0	462	0.0
OG0003144	0	351	0.0
OG0003067	0	489	0.0
OG0003160	12	582	2.0619
OG0003170	0	402	0.0
OG0003233	0	654	0.0
OG0003279	0	684	0.0
OG0003304	0	726	0.0
OG0003202	0	525	0.0
OG0003354	0	765	0.0
OG0003436	0	381	0.0
OG0003617	0	1035	0.0
OG0003627	0	1140	0.0
OG0003353	96	873	10.9966
OG0003655	0	408	0.0
OG0003729	0	669	0.0
OG0003374	0	1248	0.0
OG0003586	0	411	0.0
OG0003698	0	1380	0.0
OG0003598	0	459	0.0
OG0003803	0	954	0.0
OG0003842	0	1278	0.0
OG0003866	0	372	0.0
OG0003933	0	267	0.0
OG0003850	0	384	0.0
OG0004021	0	564	0.0
OG0004216	0	1155	0.0
OG0004112	0	477	0.0
OG0004243	0	366	0.0
OG0004245	0	384	0.0
OG0004402	0	1830	0.0
OG0004032	0	669	0.0
OG0004268	0	804	0.0
OG0004230	0	795	0.0
OG0004258	0	273	0.0
OG0004364	0	171	0.0
OG0004459	0	561	0.0
OG0004422	0	306	0.0
OG0004446	0	1677	0.0
OG0004587	718	3456	20.7755
OG0004676	0	540	0.0
OG0004702	1	1695	0.059
OG0004736	0	1899	0.0
OG0004799	0	384	0.0
OG0004500	42	975	4.3077
OG0004777	0	336	0.0
OG0004773	0	690	0.0
OG0005068	25	1362	1.8355
OG0005210	0	750	0.0
OG0004820	20	1800	1.1111
OG0005240	0	474	0.0
OG0004935	0	399	0.0
OG0005307	0	486	0.0
OG0005234	60	573	10.4712
OG0005201	0	1563	0.0
OG0005174	151	4395	3.4357
OG0005352	0	732	0.0
OG0005388	0	459	0.0
OG0005358	0	468	0.0
OG0005406	0	648	0.0
OG0005420	0	828	0.0
OG0005310	113	1653	6.8361
OG0005447	0	336	0.0
OG0005517	35	1431	2.4458
OG0005473	0	498	0.0
OG0005436	7	462	1.5152
OG0005455	0	489	0.0
OG0005475	0	204	0.0
OG0005457	0	945	0.0
OG0005539	0	717	0.0
OG0005569	0	336	0.0
OG0005521	42	1014	4.142
OG0005524	0	1068	0.0
OG0005605	0	243	0.0
OG0005580	0	327	0.0
OG0005545	0	348	0.0
OG0005643	35	828	4.2271
OG0005635	0	531	0.0
OG0005662	0	435	0.0
OG0005658	0	897	0.0
OG0005622	0	735	0.0
OG0005697	0	276	0.0
OG0005673	0	690	0.0
OG0005663	0	870	0.0
OG0005840	0	486	0.0
OG0005722	0	633	0.0
OG0005693	0	1305	0.0
OG0005738	34	1422	2.391
OG0005893	0	213	0.0
OG0005898	0	432	0.0
OG0005847	0	186	0.0
OG0005835	0	597	0.0
OG0005815	0	1071	0.0
OG0005907	0	561	0.0
OG0006004	0	855	0.0
OG0005953	0	252	0.0
OG0006021	0	612	0.0
OG0005957	0	444	0.0
OG0006003	0	969	0.0
OG0006125	17	552	3.0797
OG0006086	0	354	0.0
OG0006174	0	888	0.0
OG0006035	28	1092	2.5641
OG0006043	0	501	0.0
OG0006082	70	888	7.8829
OG0006199	0	1428	0.0
OG0006215	0	204	0.0
OG0006140	0	522	0.0
OG0006183	0	909	0.0
OG0006255	0	303	0.0
OG0006257	0	441	0.0
OG0006223	0	876	0.0
OG0006262	0	243	0.0
OG0006273	0	768	0.0
OG0006226	62	369	16.8022
OG0006372	0	582	0.0
OG0006290	0	276	0.0
OG0006291	0	813	0.0
OG0006420	0	1266	0.0
OG0006502	0	738	0.0
OG0006304	0	918	0.0
OG0006371	0	873	0.0
OG0006522	442	1506	29.3493
OG0006380	5	1707	0.2929
OG0006458	0	351	0.0
OG0006393	0	588	0.0
OG0006527	0	606	0.0
OG0006554	0	351	0.0
OG0006598	0	507	0.0
OG0006530	31	1497	2.0708
OG0006691	0	288	0.0
OG0006770	0	534	0.0
OG0006570	0	444	0.0
OG0006592	0	954	0.0
OG0006843	0	1020	0.0
OG0006763	0	468	0.0
OG0006848	22	588	3.7415
OG0006857	0	918	0.0
OG0006771	0	453	0.0
OG0006829	14	246	5.6911
OG0006828	0	879	0.0
OG0006887	22	1719	1.2798
OG0006816	0	375	0.0
OG0006853	0	402	0.0
OG0006890	34	1512	2.2487
OG0006928	0	1176	0.0
OG0006927	0	201	0.0
OG0006930	0	594	0.0
OG0006957	0	309	0.0
OG0006945	0	276	0.0
OG0006911	36	1503	2.3952
OG0007022	0	381	0.0
OG0007132	0	306	0.0
OG0007080	21	1065	1.9718
OG0007076	0	351	0.0
OG0006950	0	1068	0.0
OG0006979	0	240	0.0
OG0007074	0	501	0.0
OG0007170	0	714	0.0
OG0007165	0	432	0.0
OG0007202	0	606	0.0
OG0007252	26	549	4.7359
OG0007197	0	492	0.0
OG0007235	0	630	0.0
OG0007319	0	612	0.0
OG0007268	60	942	6.3694
OG0007295	0	684	0.0
OG0007337	0	696	0.0
OG0007297	0	228	0.0
OG0007367	92	669	13.7519
OG0007409	0	1029	0.0
OG0007451	334	1638	20.3907
OG0007479	33	1392	2.3707
