Orthogroup	Duplications (all)	Duplications (50% support)
OG0018028	0	0
OG0018029	0	0
OG0018030	0	0
OG0018031	0	0
OG0018032	0	0
OG0018033	0	0
OG0018034	0	0
OG0018035	0	0
OG0018036	0	0
OG0018037	0	0
OG0018038	0	0
OG0018039	0	0
OG0018040	1	1
OG0018041	0	0
OG0018042	0	0
OG0018043	0	0
OG0018044	1	1
OG0018045	0	0
OG0018046	0	0
OG0018047	0	0
OG0018048	0	0
OG0018049	0	0
OG0018050	0	0
OG0018051	0	0
OG0018052	0	0
OG0018053	0	0
OG0018054	0	0
OG0018055	0	0
OG0018056	2	2
OG0018057	0	0
OG0018058	0	0
OG0018059	0	0
OG0018060	0	0
OG0018061	0	0
OG0018062	0	0
OG0018063	1	1
OG0018064	0	0
OG0018065	1	1
OG0018066	0	0
OG0018067	0	0
OG0018068	0	0
OG0018069	1	0
OG0018070	0	0
OG0018071	0	0
OG0018072	0	0
OG0018073	0	0
OG0018074	0	0
OG0018075	0	0
OG0018076	0	0
OG0018077	0	0
OG0018078	0	0
OG0018079	0	0
OG0018080	0	0
OG0018081	0	0
OG0018082	0	0
OG0018083	1	1
OG0018084	0	0
OG0018085	1	1
OG0018086	0	0
OG0018087	0	0
OG0018088	0	0
OG0018089	0	0
OG0018090	0	0
OG0018091	0	0
OG0018092	0	0
OG0018093	0	0
OG0018094	0	0
OG0018095	0	0
OG0018096	0	0
OG0018097	0	0
OG0018098	0	0
OG0018099	0	0
OG0018100	0	0
OG0018101	3	3
OG0018102	0	0
OG0018103	0	0
OG0018104	0	0
OG0018105	0	0
OG0018106	0	0
OG0018107	0	0
OG0018108	0	0
OG0018109	0	0
OG0018110	0	0
OG0018111	0	0
OG0018112	0	0
OG0018113	0	0
OG0018114	0	0
OG0018115	1	1
OG0018116	1	1
OG0018117	0	0
OG0018118	0	0
OG0018119	0	0
OG0018120	0	0
OG0018121	0	0
OG0018122	0	0
OG0018123	2	2
OG0018124	0	0
OG0018125	0	0
OG0018126	1	1
OG0018127	0	0
OG0018128	0	0
OG0018129	0	0
OG0018130	0	0
OG0018131	0	0
OG0018132	0	0
OG0018133	0	0
OG0018134	0	0
OG0018135	0	0
OG0018136	0	0
OG0018137	0	0
OG0018138	0	0
OG0018139	0	0
OG0018140	0	0
OG0018141	0	0
OG0018142	0	0
OG0018143	0	0
OG0018144	0	0
OG0018145	0	0
OG0018146	0	0
OG0018147	0	0
OG0018148	0	0
OG0018149	0	0
OG0018150	0	0
OG0018151	0	0
OG0018152	0	0
OG0018153	2	2
OG0018154	0	0
OG0018155	0	0
OG0018156	0	0
OG0018157	0	0
OG0018158	0	0
OG0018159	0	0
OG0018160	1	1
OG0018161	0	0
OG0018162	0	0
OG0018163	0	0
OG0018164	0	0
OG0018165	0	0
OG0018166	0	0
OG0018167	0	0
OG0018168	0	0
OG0018169	0	0
OG0018170	0	0
OG0018171	0	0
OG0018172	0	0
OG0018173	0	0
OG0018174	0	0
OG0018175	0	0
OG0018176	0	0
OG0018177	0	0
OG0018178	0	0
OG0018179	0	0
OG0018180	0	0
OG0018181	0	0
OG0018182	0	0
OG0018183	0	0
OG0018184	0	0
OG0018185	0	0
OG0018186	0	0
OG0018187	0	0
OG0018188	0	0
OG0018189	0	0
OG0018190	1	0
OG0018191	1	1
OG0018192	0	0
OG0018193	1	1
OG0018194	0	0
OG0018195	0	0
OG0018196	0	0
OG0018197	0	0
OG0018198	0	0
OG0018199	0	0
OG0018200	0	0
OG0018201	0	0
OG0018202	0	0
OG0018203	0	0
OG0018204	0	0
OG0018205	0	0
OG0018206	0	0
OG0018207	0	0
OG0018208	0	0
OG0018209	0	0
OG0018210	0	0
OG0018211	0	0
OG0018212	0	0
OG0018213	0	0
OG0018214	0	0
OG0018215	0	0
OG0018216	0	0
OG0018217	0	0
OG0018218	0	0
OG0018219	0	0
OG0018220	0	0
OG0018221	0	0
OG0018222	0	0
OG0018223	0	0
OG0018224	0	0
OG0018225	0	0
OG0018226	0	0
OG0018227	2	2
OG0018228	0	0
OG0018229	0	0
OG0018230	0	0
OG0018231	0	0
OG0018232	1	0
OG0018233	0	0
OG0018234	0	0
OG0018235	0	0
OG0018236	0	0
OG0018237	0	0
OG0018238	0	0
OG0018239	0	0
OG0018240	0	0
OG0018241	0	0
OG0018242	0	0
OG0018243	0	0
OG0018244	0	0
OG0018245	0	0
OG0018246	0	0
OG0018247	0	0
OG0018248	1	1
OG0018249	0	0
OG0018250	0	0
OG0018251	0	0
OG0018252	0	0
OG0018253	0	0
OG0018254	1	0
OG0018255	0	0
OG0018256	0	0
OG0018257	0	0
OG0018258	0	0
OG0018259	0	0
OG0018260	0	0
OG0018261	0	0
OG0018262	0	0
OG0018263	1	1
OG0018264	0	0
OG0018265	1	0
OG0018266	1	1
OG0018267	0	0
OG0018268	0	0
OG0018269	0	0
OG0018270	1	1
OG0018271	0	0
OG0018272	0	0
OG0018273	1	1
OG0018274	0	0
OG0018275	0	0
OG0018276	1	1
OG0018277	0	0
OG0018278	0	0
OG0018279	0	0
OG0018280	0	0
OG0018281	0	0
OG0018282	0	0
OG0018283	0	0
OG0018284	0	0
OG0018285	0	0
OG0018286	0	0
OG0018287	0	0
OG0018288	0	0
OG0018289	0	0
OG0018290	1	1
OG0018291	0	0
OG0018292	0	0
OG0018293	0	0
OG0018294	1	1
OG0018295	1	0
OG0018296	1	1
OG0018297	0	0
OG0018298	0	0
OG0018299	1	1
OG0018300	1	1
OG0018301	0	0
OG0018302	3	3
OG0018303	3	3
OG0018304	1	1
OG0018305	0	0
OG0018306	0	0
OG0018307	0	0
OG0018308	0	0
OG0018309	0	0
OG0018310	0	0
OG0018311	0	0
OG0018312	0	0
OG0018313	0	0
OG0018314	1	1
OG0018315	1	1
OG0018316	1	1
OG0018317	1	1
OG0018318	1	0
OG0018319	0	0
OG0018320	0	0
OG0018321	0	0
OG0018322	0	0
OG0018323	0	0
OG0018324	0	0
OG0018325	0	0
OG0018326	1	1
OG0018327	0	0
OG0018328	0	0
OG0018329	1	1
OG0018330	0	0
OG0018331	0	0
OG0018332	0	0
OG0018333	0	0
OG0018334	1	1
OG0018335	1	0
OG0018336	0	0
OG0018337	1	1
OG0018338	0	0
OG0018339	0	0
OG0018340	0	0
OG0018341	1	1
OG0018342	0	0
OG0018343	0	0
OG0018344	0	0
OG0018345	0	0
OG0018346	0	0
OG0018347	0	0
OG0018348	0	0
OG0018349	0	0
OG0018350	0	0
OG0018351	0	0
OG0018352	0	0
OG0018353	0	0
OG0018354	1	1
OG0018355	0	0
OG0018356	0	0
OG0018357	0	0
OG0018358	0	0
OG0018359	0	0
OG0018360	0	0
OG0018361	0	0
OG0018362	0	0
OG0018363	0	0
OG0018364	0	0
OG0018365	0	0
OG0018366	0	0
OG0018367	0	0
OG0018368	0	0
OG0018369	0	0
OG0018370	1	1
OG0018371	0	0
OG0018372	0	0
OG0018373	0	0
OG0018374	0	0
OG0018375	0	0
OG0018376	0	0
OG0018377	0	0
OG0018378	0	0
OG0018379	0	0
OG0018380	0	0
OG0018381	0	0
OG0018382	0	0
OG0018383	0	0
OG0018384	0	0
OG0018385	0	0
OG0018386	0	0
OG0018387	0	0
OG0018388	0	0
OG0018389	0	0
OG0018390	0	0
OG0018391	0	0
OG0018392	0	0
OG0018393	0	0
OG0018394	0	0
OG0018395	0	0
OG0018396	0	0
OG0018397	0	0
OG0018398	0	0
OG0018399	1	1
OG0018400	0	0
OG0018401	0	0
OG0018402	0	0
OG0018403	0	0
OG0018404	0	0
OG0018405	0	0
OG0018406	0	0
OG0018407	0	0
OG0018408	0	0
OG0018409	0	0
OG0018410	0	0
OG0018411	0	0
OG0018412	0	0
OG0018413	0	0
OG0018414	1	0
OG0018415	0	0
OG0018416	0	0
OG0018417	0	0
OG0018418	0	0
OG0018419	0	0
OG0018420	0	0
OG0018421	0	0
OG0018422	0	0
OG0018423	2	2
OG0018424	0	0
OG0018425	0	0
OG0018426	0	0
OG0018427	0	0
OG0018428	0	0
OG0018429	0	0
OG0018430	0	0
OG0018431	0	0
OG0018432	0	0
OG0018433	2	2
OG0018434	1	1
OG0018435	0	0
OG0018436	0	0
OG0018437	0	0
OG0018438	0	0
OG0018439	0	0
OG0018440	0	0
OG0018441	0	0
OG0018442	0	0
OG0018443	0	0
OG0018444	0	0
OG0018445	1	1
OG0018446	0	0
OG0018447	0	0
OG0018448	0	0
OG0018449	0	0
OG0018450	0	0
OG0018451	0	0
OG0018452	0	0
OG0018453	0	0
OG0018454	0	0
OG0018455	0	0
OG0018456	0	0
OG0018457	0	0
OG0018458	0	0
OG0018459	0	0
OG0018460	0	0
OG0018461	0	0
OG0018462	0	0
OG0018463	0	0
OG0018464	0	0
OG0018465	0	0
OG0018466	0	0
OG0018467	1	1
OG0018468	0	0
OG0018469	0	0
OG0018470	0	0
OG0018471	0	0
OG0018472	0	0
OG0018473	0	0
OG0018474	0	0
OG0018475	0	0
OG0018476	0	0
OG0018477	0	0
OG0018478	0	0
OG0018479	0	0
OG0018480	0	0
OG0018481	0	0
OG0018482	0	0
OG0018483	0	0
OG0018484	0	0
OG0018485	0	0
OG0018486	0	0
OG0018487	0	0
OG0018488	0	0
OG0018489	0	0
OG0018490	0	0
OG0018491	0	0
OG0018492	0	0
OG0018493	0	0
OG0018494	0	0
OG0018495	0	0
OG0018496	0	0
OG0018497	0	0
OG0018498	0	0
OG0018499	0	0
OG0018500	0	0
OG0018501	0	0
OG0018502	0	0
OG0018503	0	0
OG0018504	0	0
OG0018505	0	0
OG0018506	0	0
OG0018507	0	0
OG0018508	0	0
OG0018509	0	0
OG0018510	0	0
OG0018511	0	0
OG0018512	0	0
OG0018513	0	0
OG0018514	0	0
OG0018515	1	1
OG0018516	0	0
OG0018517	0	0
OG0018518	0	0
OG0018519	0	0
OG0018520	0	0
OG0018521	0	0
OG0018522	0	0
OG0018523	0	0
OG0018524	0	0
OG0018525	0	0
OG0018526	0	0
OG0018527	0	0
OG0018528	0	0
OG0018529	0	0
OG0018530	0	0
OG0018531	0	0
OG0018532	0	0
OG0018533	0	0
OG0018534	0	0
OG0018535	0	0
OG0018536	0	0
OG0018537	0	0
OG0018538	0	0
OG0018539	0	0
OG0018540	0	0
OG0018541	0	0
OG0018542	0	0
OG0018543	0	0
OG0018544	0	0
OG0018545	0	0
OG0018546	0	0
OG0018547	0	0
OG0018548	0	0
OG0018549	0	0
OG0018550	0	0
OG0018551	0	0
OG0018552	0	0
OG0018553	0	0
OG0018554	0	0
OG0018555	0	0
OG0018556	0	0
OG0018557	0	0
OG0018558	0	0
OG0018559	0	0
OG0018560	0	0
OG0018561	0	0
OG0018562	0	0
OG0018563	0	0
OG0018564	0	0
OG0018565	0	0
OG0018566	0	0
OG0018567	0	0
OG0018568	0	0
OG0018569	0	0
OG0018570	0	0
OG0018571	1	0
OG0018572	0	0
OG0018573	0	0
OG0018574	0	0
OG0018575	0	0
OG0018576	0	0
OG0018577	0	0
OG0018578	0	0
OG0018579	0	0
OG0018580	0	0
OG0018581	0	0
OG0018582	0	0
OG0018583	0	0
OG0018584	0	0
OG0018585	0	0
OG0018586	0	0
OG0018587	0	0
OG0018588	1	1
OG0018589	0	0
OG0018590	0	0
OG0018591	0	0
OG0018592	0	0
OG0018593	0	0
OG0018594	0	0
OG0018595	0	0
OG0018596	0	0
OG0018597	1	1
OG0018598	0	0
OG0018599	0	0
OG0018600	1	1
OG0018601	1	1
OG0018602	0	0
OG0018603	0	0
OG0018604	0	0
OG0018605	0	0
OG0018606	0	0
OG0018607	1	1
OG0018608	0	0
OG0018609	0	0
OG0018610	0	0
OG0018611	0	0
OG0018612	0	0
OG0018613	0	0
OG0018614	0	0
OG0018615	0	0
OG0018616	0	0
OG0018617	0	0
OG0018618	0	0
OG0018619	0	0
OG0018620	0	0
OG0018621	0	0
OG0018622	0	0
OG0018623	0	0
OG0018624	0	0
OG0018625	0	0
OG0018626	0	0
OG0018627	0	0
OG0018628	0	0
OG0018629	0	0
OG0018630	0	0
OG0018631	0	0
OG0018632	0	0
OG0018633	0	0
OG0018634	0	0
OG0018635	0	0
OG0018636	0	0
OG0018637	0	0
OG0018638	1	1
OG0018639	0	0
OG0018640	0	0
OG0018641	0	0
OG0018642	0	0
OG0018643	0	0
OG0018644	0	0
OG0018645	0	0
OG0018646	0	0
OG0018647	0	0
OG0018648	0	0
OG0018649	0	0
OG0018650	1	1
OG0018651	0	0
OG0018652	0	0
OG0018653	0	0
OG0018654	0	0
OG0018655	0	0
OG0018656	0	0
OG0018657	0	0
OG0018658	0	0
OG0018659	0	0
OG0018660	0	0
OG0018661	0	0
OG0018662	0	0
OG0018663	0	0
OG0018664	1	1
OG0018665	0	0
OG0018666	0	0
OG0018667	0	0
OG0018668	0	0
OG0018669	0	0
OG0018670	0	0
OG0018671	1	0
OG0018672	0	0
OG0018673	0	0
OG0018674	0	0
OG0018675	0	0
OG0018676	0	0
OG0018677	0	0
OG0018678	0	0
OG0018679	0	0
OG0018680	0	0
OG0018681	0	0
OG0018682	0	0
OG0018683	0	0
OG0018684	0	0
OG0018685	0	0
OG0018686	0	0
OG0018687	0	0
OG0018688	0	0
OG0018689	0	0
OG0018690	0	0
OG0018691	0	0
OG0018692	0	0
OG0018693	0	0
OG0018694	0	0
OG0018695	0	0
OG0018696	0	0
OG0018697	1	1
OG0018698	0	0
OG0018699	0	0
OG0018700	0	0
OG0018701	0	0
OG0018702	0	0
OG0018703	0	0
OG0018704	0	0
OG0018705	1	1
OG0018706	0	0
OG0018707	0	0
OG0018708	0	0
OG0018709	0	0
OG0018710	0	0
OG0018711	0	0
OG0018712	0	0
OG0018713	0	0
OG0018714	0	0
OG0018715	0	0
OG0018716	0	0
OG0018717	0	0
OG0018718	0	0
OG0018719	0	0
OG0018720	0	0
OG0018721	0	0
OG0018722	0	0
OG0018723	0	0
OG0018724	0	0
OG0018725	0	0
OG0018726	0	0
OG0018727	0	0
OG0018728	0	0
OG0018729	0	0
OG0018730	0	0
OG0018731	0	0
OG0018732	0	0
OG0018733	0	0
OG0018734	0	0
OG0018735	0	0
OG0018736	0	0
OG0018737	0	0
OG0018738	0	0
OG0018739	1	1
OG0018740	1	1
OG0018741	0	0
OG0018742	0	0
OG0018743	0	0
OG0018744	0	0
OG0018745	0	0
OG0018746	0	0
OG0018747	0	0
OG0018748	0	0
OG0018749	2	2
OG0018750	1	1
OG0018751	0	0
OG0018752	0	0
OG0018753	0	0
OG0018754	0	0
OG0018755	0	0
OG0018756	0	0
OG0018757	0	0
OG0018758	0	0
OG0018759	0	0
OG0018760	0	0
OG0018761	0	0
OG0018762	0	0
OG0018763	0	0
OG0018764	3	3
OG0018765	0	0
OG0018766	0	0
OG0018767	0	0
OG0018768	0	0
OG0018769	0	0
OG0018770	0	0
OG0018771	0	0
OG0018772	0	0
OG0018773	0	0
OG0018774	0	0
OG0018775	0	0
OG0018776	0	0
OG0018777	0	0
OG0018778	0	0
OG0018779	0	0
OG0018780	0	0
OG0018781	0	0
OG0018782	0	0
OG0018783	0	0
OG0018784	0	0
OG0018785	0	0
OG0018786	0	0
OG0018787	1	1
OG0018788	0	0
OG0018789	0	0
OG0018790	0	0
OG0018791	0	0
OG0018792	0	0
OG0018793	0	0
OG0018794	0	0
OG0018795	0	0
OG0018796	0	0
OG0018797	0	0
OG0018798	0	0
OG0018799	0	0
OG0018800	0	0
OG0018801	0	0
OG0018802	0	0
OG0018803	0	0
OG0018804	0	0
OG0018805	0	0
OG0018806	0	0
OG0018807	0	0
OG0018808	0	0
OG0018809	0	0
OG0018810	0	0
OG0018811	0	0
OG0018812	0	0
OG0018813	0	0
OG0018814	0	0
OG0018815	0	0
OG0018816	0	0
OG0018817	0	0
OG0018818	0	0
OG0018819	0	0
OG0018820	0	0
OG0018821	0	0
OG0018822	0	0
OG0018823	1	0
OG0018824	1	1
OG0018825	0	0
OG0018826	0	0
OG0018827	0	0
OG0018828	0	0
OG0018829	0	0
OG0018830	0	0
OG0018831	1	1
OG0018832	0	0
OG0018833	0	0
OG0018834	0	0
OG0018835	0	0
OG0018836	0	0
OG0018837	0	0
OG0018838	0	0
OG0018839	1	1
OG0018840	0	0
OG0018841	0	0
OG0018842	0	0
OG0018843	0	0
OG0018844	0	0
OG0018845	0	0
OG0018846	0	0
OG0018847	0	0
OG0018848	1	1
OG0018849	0	0
OG0018850	0	0
OG0018851	0	0
OG0018852	2	2
OG0018853	0	0
OG0018854	0	0
OG0018855	0	0
OG0018856	0	0
OG0018857	0	0
OG0018858	0	0
OG0018859	0	0
OG0018860	0	0
OG0018861	0	0
OG0018862	0	0
OG0018863	0	0
OG0018864	0	0
OG0018865	0	0
OG0018866	0	0
OG0018867	0	0
OG0018868	0	0
OG0018869	0	0
OG0018870	0	0
OG0018871	0	0
OG0018872	0	0
OG0018873	0	0
OG0018874	0	0
OG0018875	0	0
OG0018876	0	0
OG0018877	0	0
OG0018878	0	0
OG0018879	0	0
OG0018880	0	0
OG0018881	0	0
OG0018882	0	0
OG0018883	0	0
OG0018884	0	0
OG0018885	0	0
OG0018886	0	0
OG0018887	0	0
OG0018888	0	0
OG0018889	0	0
OG0018890	0	0
OG0018891	0	0
OG0018892	0	0
OG0018893	0	0
OG0018894	0	0
OG0018895	1	1
OG0018896	0	0
OG0018897	1	1
OG0018898	0	0
OG0018899	0	0
OG0018900	0	0
OG0018901	0	0
OG0018902	0	0
OG0018903	1	1
OG0018904	0	0
OG0018905	0	0
OG0018906	0	0
OG0018907	0	0
OG0018908	0	0
OG0018909	0	0
OG0018910	0	0
OG0018911	0	0
OG0018912	0	0
OG0018913	1	1
OG0018914	0	0
OG0018915	0	0
OG0018916	2	1
OG0018917	2	2
OG0018918	0	0
OG0018919	0	0
OG0018920	0	0
OG0018921	0	0
OG0018922	0	0
OG0018923	0	0
OG0018924	0	0
OG0018925	0	0
OG0018926	0	0
OG0018927	1	0
OG0018928	0	0
OG0018929	0	0
OG0018930	0	0
OG0018931	0	0
OG0018932	0	0
OG0018933	0	0
OG0018934	1	1
OG0018935	0	0
OG0018936	0	0
OG0018937	0	0
OG0018938	0	0
OG0018939	0	0
OG0018940	0	0
OG0018941	0	0
OG0018942	0	0
OG0018943	1	1
OG0018944	1	1
OG0018945	0	0
OG0018946	0	0
OG0018947	0	0
OG0018948	0	0
OG0018949	0	0
OG0018950	0	0
OG0018951	2	2
OG0018952	0	0
OG0018953	0	0
OG0018954	0	0
OG0018955	0	0
OG0018956	0	0
OG0018957	0	0
OG0018958	0	0
OG0018959	1	1
OG0018960	0	0
OG0018961	0	0
OG0018962	0	0
OG0018963	0	0
OG0018964	0	0
OG0018965	0	0
OG0018966	1	1
OG0018967	0	0
OG0018968	0	0
OG0018969	0	0
OG0018970	0	0
OG0018971	0	0
OG0018972	0	0
OG0018973	1	1
OG0018974	0	0
OG0018975	0	0
OG0018976	0	0
OG0018977	0	0
OG0018978	0	0
OG0018979	0	0
OG0018980	0	0
OG0018981	0	0
OG0018982	0	0
OG0018983	0	0
OG0018984	0	0
OG0018985	0	0
OG0018986	0	0
OG0018987	0	0
OG0018988	0	0
OG0018989	0	0
OG0018990	2	2
OG0018991	0	0
OG0018992	0	0
OG0018993	0	0
OG0018994	0	0
OG0018995	0	0
OG0018996	0	0
OG0018997	0	0
OG0018998	0	0
OG0018999	0	0
OG0019000	0	0
OG0019001	0	0
OG0019002	0	0
OG0019003	0	0
OG0019004	0	0
OG0019005	0	0
OG0019006	0	0
OG0019007	0	0
OG0019008	0	0
OG0019009	0	0
OG0019010	0	0
OG0019011	0	0
OG0019012	0	0
OG0019013	0	0
OG0019014	0	0
OG0019015	0	0
OG0019016	0	0
OG0019017	0	0
OG0019018	0	0
OG0019019	0	0
OG0019020	0	0
OG0019021	0	0
OG0019022	0	0
OG0019023	0	0
OG0019024	0	0
OG0019025	0	0
OG0019026	0	0
OG0019027	0	0
OG0019028	0	0
OG0019029	0	0
OG0019030	0	0
OG0019031	0	0
OG0019032	0	0
OG0019033	0	0
OG0019034	0	0
OG0019035	0	0
OG0019036	0	0
OG0019037	0	0
OG0019038	0	0
OG0019039	0	0
OG0019040	0	0
OG0019041	1	0
OG0019042	0	0
OG0019043	0	0
OG0019044	0	0
OG0019045	0	0
OG0019046	0	0
OG0019047	0	0
OG0019048	0	0
OG0019049	0	0
OG0019050	0	0
OG0019051	0	0
OG0019052	0	0
OG0019053	0	0
OG0019054	0	0
OG0019055	0	0
OG0019056	0	0
OG0019057	1	1
OG0019058	2	2
OG0019059	0	0
OG0019060	0	0
OG0019061	2	2
OG0019062	1	0
OG0019063	1	1
OG0019064	0	0
OG0019065	0	0
OG0019066	0	0
OG0019067	0	0
OG0019068	0	0
OG0019069	1	1
OG0019070	0	0
OG0019071	0	0
OG0019072	0	0
OG0019073	0	0
OG0019074	0	0
OG0019075	0	0
OG0019076	0	0
OG0019077	0	0
OG0019078	0	0
OG0019079	0	0
OG0019080	0	0
OG0019081	0	0
OG0019082	0	0
OG0019083	0	0
OG0019084	0	0
OG0019085	0	0
OG0019086	0	0
OG0019087	0	0
OG0019088	0	0
OG0019089	0	0
OG0019090	0	0
OG0019091	0	0
OG0019092	0	0
OG0019093	0	0
OG0019094	0	0
OG0019095	0	0
OG0019096	0	0
OG0019097	0	0
OG0019098	0	0
OG0019099	0	0
OG0019100	0	0
OG0019101	1	1
OG0019102	0	0
OG0019103	0	0
OG0019104	0	0
OG0019105	0	0
OG0019106	0	0
OG0019107	0	0
OG0019108	0	0
OG0019109	0	0
OG0019110	0	0
OG0019111	0	0
OG0019112	0	0
OG0019113	0	0
OG0019114	0	0
OG0019115	0	0
OG0019116	0	0
OG0019117	1	1
OG0019118	0	0
OG0019119	0	0
OG0019120	0	0
OG0019121	0	0
OG0019122	0	0
OG0019123	0	0
OG0019124	0	0
OG0019125	0	0
OG0019126	0	0
OG0019127	0	0
OG0019128	0	0
OG0019129	0	0
OG0019130	0	0
OG0019131	0	0
OG0019132	0	0
OG0019133	0	0
OG0019134	0	0
OG0019135	1	1
OG0019136	1	1
OG0019137	0	0
OG0019138	1	1
OG0019139	0	0
OG0019140	0	0
OG0019141	0	0
OG0019142	0	0
OG0019143	0	0
OG0019144	0	0
OG0019145	0	0
OG0019146	1	0
OG0019147	0	0
OG0019148	0	0
OG0019149	0	0
OG0019150	0	0
OG0019151	0	0
OG0019152	0	0
OG0019153	0	0
OG0019154	0	0
OG0019155	0	0
OG0019156	0	0
OG0019157	0	0
OG0019158	1	0
OG0019159	0	0
OG0019160	0	0
OG0019161	0	0
OG0019162	0	0
OG0019163	0	0
OG0019164	1	1
OG0019165	0	0
OG0019166	0	0
OG0019167	0	0
OG0019168	0	0
OG0019169	0	0
OG0019170	0	0
OG0019171	0	0
OG0019172	0	0
OG0019173	0	0
OG0019174	1	1
OG0019175	3	3
OG0019176	0	0
OG0019177	0	0
OG0019178	0	0
OG0019179	0	0
OG0019180	0	0
OG0019181	0	0
OG0019182	0	0
OG0019183	0	0
OG0019184	0	0
OG0019185	0	0
OG0019186	0	0
OG0019187	0	0
OG0019188	0	0
OG0019189	0	0
OG0019190	0	0
OG0019191	0	0
OG0019192	1	1
OG0019193	0	0
OG0019194	0	0
OG0019195	0	0
OG0019196	0	0
OG0019197	0	0
OG0019198	0	0
OG0019199	0	0
OG0019200	0	0
OG0019201	0	0
OG0019202	0	0
OG0019203	0	0
OG0019204	0	0
OG0019205	0	0
OG0019206	0	0
OG0019207	0	0
OG0019208	0	0
OG0019209	0	0
OG0019210	0	0
OG0019211	0	0
OG0019212	0	0
OG0019213	0	0
OG0019214	0	0
OG0019215	1	1
OG0019216	0	0
OG0019217	0	0
OG0019218	0	0
OG0019219	0	0
OG0019220	0	0
OG0019221	0	0
OG0019222	0	0
OG0019223	0	0
OG0019224	0	0
OG0019225	0	0
OG0019226	0	0
OG0019227	0	0
OG0019228	0	0
OG0019229	0	0
OG0019230	0	0
OG0019231	0	0
OG0019232	0	0
OG0019233	0	0
OG0019234	0	0
OG0019235	0	0
OG0019236	0	0
OG0019237	0	0
OG0019238	0	0
OG0019239	0	0
OG0019240	0	0
OG0019241	0	0
OG0019242	1	1
OG0019243	0	0
OG0019244	0	0
OG0019245	0	0
OG0019246	0	0
OG0019247	0	0
OG0019248	0	0
OG0019249	0	0
OG0019250	0	0
OG0019251	0	0
OG0019252	0	0
OG0019253	0	0
OG0019254	0	0
OG0019255	0	0
OG0019256	0	0
OG0019257	0	0
OG0019258	0	0
OG0019259	0	0
OG0019260	0	0
OG0019261	0	0
OG0019262	0	0
OG0019263	0	0
OG0019264	0	0
OG0019265	0	0
OG0019266	0	0
OG0019267	0	0
OG0019268	0	0
OG0019269	0	0
OG0019270	0	0
OG0019271	0	0
OG0019272	0	0
OG0019273	0	0
OG0019274	0	0
OG0019275	0	0
OG0019276	0	0
OG0019277	0	0
OG0019278	0	0
OG0019279	0	0
OG0019280	0	0
OG0019281	0	0
OG0019282	0	0
OG0019283	0	0
OG0019284	0	0
OG0019285	0	0
OG0019286	0	0
OG0019287	0	0
OG0019288	0	0
OG0019289	0	0
OG0019290	0	0
OG0019291	0	0
OG0019292	0	0
OG0019293	0	0
OG0019294	0	0
OG0019295	0	0
OG0019296	0	0
OG0019297	1	1
OG0019298	1	1
OG0019299	0	0
OG0019300	0	0
OG0019301	0	0
OG0019302	0	0
OG0019303	0	0
OG0019304	0	0
OG0019305	0	0
OG0019306	0	0
OG0019307	0	0
OG0019308	0	0
OG0019309	0	0
OG0019310	0	0
OG0019311	0	0
OG0019312	0	0
OG0019313	0	0
OG0019314	0	0
OG0019315	0	0
OG0019316	0	0
OG0019317	0	0
OG0019318	0	0
OG0019319	0	0
OG0019320	0	0
OG0019321	0	0
OG0019322	0	0
OG0019323	0	0
OG0019324	0	0
OG0019325	0	0
OG0019326	0	0
OG0019327	0	0
OG0019328	0	0
OG0019329	0	0
OG0019330	0	0
OG0019331	0	0
OG0019332	0	0
OG0019333	0	0
OG0019334	0	0
OG0019335	0	0
OG0019336	0	0
OG0019337	0	0
OG0019338	0	0
OG0019339	0	0
OG0019340	0	0
OG0019341	0	0
OG0019342	0	0
OG0019343	0	0
OG0019344	0	0
OG0019345	0	0
OG0019346	0	0
OG0019347	0	0
OG0019348	0	0
OG0019349	0	0
OG0019350	0	0
OG0019351	0	0
OG0019352	0	0
OG0019353	0	0
OG0019354	0	0
OG0019355	0	0
OG0019356	0	0
OG0019357	0	0
OG0019358	0	0
OG0019359	0	0
OG0019360	0	0
OG0019361	0	0
OG0019362	0	0
OG0019363	0	0
OG0019364	0	0
OG0019365	0	0
OG0019366	0	0
OG0019367	0	0
OG0019368	0	0
OG0019369	0	0
OG0019370	0	0
OG0019371	0	0
OG0019372	0	0
OG0019373	0	0
OG0019374	0	0
OG0019375	0	0
OG0019376	0	0
OG0019377	0	0
OG0019378	0	0
OG0019379	0	0
OG0019380	0	0
OG0019381	0	0
OG0019382	0	0
OG0019383	0	0
OG0019384	0	0
OG0019385	0	0
OG0019386	0	0
OG0019387	0	0
OG0019388	0	0
OG0019389	0	0
OG0019390	1	1
OG0019391	0	0
OG0019392	0	0
OG0019393	0	0
OG0019394	0	0
OG0019395	0	0
OG0019396	4	4
OG0019397	0	0
OG0019398	0	0
OG0019399	0	0
OG0019400	0	0
OG0019401	0	0
OG0019402	0	0
OG0019403	0	0
OG0019404	0	0
OG0019405	0	0
OG0019406	0	0
OG0019407	0	0
OG0019408	0	0
OG0019409	0	0
OG0019410	0	0
OG0019411	0	0
OG0019412	0	0
OG0019413	0	0
OG0019414	0	0
OG0019415	0	0
OG0019416	0	0
OG0019417	0	0
OG0019418	0	0
OG0019419	0	0
OG0019420	0	0
OG0019421	0	0
OG0019422	0	0
OG0019423	0	0
OG0019424	0	0
